"","V1","V2","V2A","C_COW_ALPHA","B_COUNTRY_ALPHA","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125_05","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V144G","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215_07","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V228_LOCAL","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","X003R2","X003R","V243","V244","V245","V246","V247","V248","V248_CS","V249","V250","V254","N_REGION_ISO","V256","V256B","V257","V258","V258A","V260","V261","V262","Y001","Y001_1","Y001_2","Y001_3","Y001_4","Y001_5","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"2027",6,840,840,"USA","USA",2135,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,1,5,9,3,2,4,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,NA,NA,NA,NA,NA,NA,9,10,9,10,6,6,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,3,3,5e+07,5,7,8,3,1,1,2,2,9,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,NA,NA,10,10,10,2,NA,NA,NA,NA,NA,1,1982,29,1,2,NA,NA,NA,NA,NA,9,840112,NA,NA,840005,840043,840005,840074,1240,1.04,1.04,1,20110623,2011,NA,1,1,NA,NA,NA,NA,0,NA,0.745,NA,0.83,1,0,NA,0.565,0.66,1,1,1,1,1,NA,NA,NA,NA,0.66,NA,NA,NA,NA,0.66,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,NA,NA,NA,NA,0.66,0.66,1,0.83,0.83,1,2,8400602027,0.46595,0.698925,84006212011,8406,8402011,2
"2028",6,840,840,"USA","USA",2136,1,1,2,3,1,3,2,2,1,1,1,1,1,2,2,2,2,2,2,7,2,0,0,0,0,NA,0,0,0,0,0,0,1,2,2,2,1,2,1,2,2,3,3,3,3,1,3,4,4,4,1,9,4,5,1,2,1,3,3,1,1,4,2,2,2,2,4,5,1,5,3,3,3,3,3,4,1,2,2,2,3,2,3,3,2,2,NA,NA,NA,NA,NA,5,1,3,1,1,1,10,1,2,1,3,3,3,1,1,2,2,3,1,1,1,2,2,1,2,3,1,3,3,3,2,1,2,3,2,2,8,3,5,9,7,5,10,6,10,5,5,2,2,100000020,0,7,7,1,1,1,2,2,7,2,3,3,2,9,8,7,4,4,3,4,5,2,3,3,3,3,2,3,2,4,3,3,1,1,5,5,5,1,1,3,3,3,3,1,3,4,2,2,6,6,5,5,6,6,1,1,1,1,1,5,5,5,8,1,1,1,1,1,2,2,1,1,2,2,2,1,1,5,5,5,1,2,3,3,2,2,1,1,1,1,10,2,1,NA,2,4,2,2,1960,51,3,4,2,2,1,1,1240,7,840109,18,2,840002,840036,840005,840073,1240,0.72,0.72,1,20110623,2011,1,1,0,0,0,0,1,1,0.18,1,0.673611,1,0.5,0,0,0.166667,1,0.66,0,1,0.553333,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.444444,0.444444,0.444444,0.444444,1,0,0.5,0.25,0.25,1,2,8400602028,0.322581,0.483871,84006212011,8406,8402011,2
"2029",6,840,840,"USA","USA",2138,1,1,1,2,1,4,3,3,1,2,1,2,1,2,1,2,2,2,1,4,2,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,3,3,3,2,2,4,4,4,4,3,7,7,6,0,6,1,3,4,3,2,1,2,1,1,3,1,3,3,1,4,2,1,6,3,6,1,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,NA,2,4,8,1,5,8,4,2,2,2,NA,2,1,4,3,2,2,1,2,1,3,2,2,2,3,3,2,1,1,1,1,1,4,4,4,2,1,1,10,5,1,10,5,3,10,8,6,3,1,100000020,0,7,8,3,2,2,1,2,1,4,4,4,2,5,10,5,8,3,2,4,4,3,4,4,4,4,1,3,3,4,2,3,1,5,5,5,5,2,4,4,4,4,4,1,4,4,4,4,8,9,1,1,10,9,1,5,3,1,1,10,7,10,10,10,1,1,4,2,1,3,1,2,1,1,2,1,3,4,2,1,2,3,3,3,2,2,6,2,10,8,8,1,2,1,3,2,6,2,1989,22,1,1,2,2,1,1,1240,9,840111,28,1,840002,840013,840006,840033,1240,1.07,1.07,1,20110623,2011,3,1,1,0,1,0,2,2,0.554167,1,0.783889,1,1,0.33,0.33,0.553333,1,1,1,1,1,1,1,0,0,0.333333,1,0.66,0.33,0,0.33,1,1,0,1,0.666667,1,1,1,1,1,1,1,0.666667,1,0.888889,1,0.66,0.5,0.58,0.58,1,2,8400602029,0.479391,0.719086,84006212011,8406,8402011,2
"2030",6,840,840,"USA","USA",2139,1,1,2,4,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,8,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,1,3,3,3,2,4,3,3,3,2,9,7,1,4,6,1,4,3,NA,1,4,2,1,2,1,6,6,6,6,3,6,6,6,6,6,5,1,2,2,4,2,3,3,3,3,NA,NA,NA,NA,NA,8,10,9,9,5,4,4,2,4,3,3,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,5,5,5,6,6,6,6,6,6,6,2,4,1,2e+07,2,1,1,1,1,1,2,1,10,1,1,1,1,9,6,3,10,4,2,4,6,1,2,3,3,3,1,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,2,4,4,3,3,5,5,10,10,10,1,5,5,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,2,2,5,5,2,5,NA,5,5,3,1,3,2,NA,NA,1,2,1,1,10,2,1,NA,3,5,5,1,1963,48,2,4,2,2,2,1,1270,2,840102,60,2,840005,840005,840013,840093,1270,0.65,0.65,1,20110623,2011,NA,0,0,NA,0,0,NA,0,0.334114,0.915,0.228583,0.915,0,NA,0.33,0.22979,0.66,0,0,0,0,1,1,0,0,0.333333,1,1,0.66,0.66,0.773333,1,0,0,1,0.333333,1,0,0.66,0.66,0.44,1,0,0,0,0,1,NA,0,NA,0.141,0.66,2,8400602030,0.291219,0.436828,84006212011,8406,8402011,2
"2031",6,840,840,"USA","USA",2140,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,8,1,2,0,0,0,1,0,2,0,0,0,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,2,7,8,1,1,8,1,3,2,4,2,3,1,1,2,2,2,4,3,3,2,3,3,3,3,3,4,1,2,2,2,1,1,2,2,2,3,1,NA,NA,NA,6,6,4,4,3,5,6,1,2,1,2,2,2,2,2,3,3,3,2,2,3,4,3,2,2,3,3,2,2,2,2,NA,4,3,4,2,6,1,10,5,2,10,2,3,10,10,8,2,2,2e+07,2,2,1,1,1,1,2,2,10,3,3,3,2,5,7,4,5,2,2,2,5,2,3,3,3,3,2,3,3,3,3,4,1,5,5,5,5,2,3,2,3,4,3,1,4,3,4,4,7,7,5,3,1,8,1,1,1,1,1,5,5,3,7,3,1,1,1,2,1,1,1,1,2,2,3,1,1,4,1,1,1,3,1,1,840002,840002,1,2,10,8,7,1,1,NA,3,2,8,1,1962,49,2,4,2,2,1,1,1240,9,840112,26,2,840003,840020,840003,840052,1240,0.54,0.54,1,20110623,2011,5,1,1,1,1,1,3,NA,0.193056,1,0.598426,1,0.5,0.33,0.33,0.386667,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,1,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0.444444,0.444444,0.222222,0.37037,1,1,0.5,0.75,0.75,1,2,8400602031,0.241935,0.362903,84006212011,8406,8402011,2
"2032",6,840,840,"USA","USA",2142,1,3,2,3,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,8,1,2,2,2,0,1,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,1,3,2,2,4,3,4,3,2,8,7,1,3,8,1,3,4,2,1,4,1,3,2,1,4,5,3,5,4,3,4,3,4,5,1,2,2,2,2,1,2,2,3,2,2,NA,NA,NA,NA,6,7,5,7,4,3,7,1,2,2,3,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,4,2,7,2,9,6,2,7,2,5,9,8,8,2,3,1e+07,1,2,4,2,1,1,2,2,7,3,4,3,2,5,5,5,5,3,2,3,5,2,3,3,3,3,2,3,3,3,3,4,5,5,5,5,5,3,3,3,4,4,4,1,4,4,4,4,7,7,5,2,4,7,1,1,1,3,1,7,7,8,8,1,1,1,1,2,3,2,2,3,2,1,4,2,1,5,2,2,5,3,2,1,840002,840002,1,1,8,7,8,1,2,1,1,2,8,1,1961,50,3,4,2,2,1,1,1240,9,840112,22,2,840002,840005,840013,840093,1240,1.36,1.36,1,20110623,2011,3,1,1,1,0,0,3,NA,0.345556,1,0.668426,1,0,0.33,0.33,0.22,1,0.33,1,0.166667,0.498889,1,0,1,0,0.333333,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,1,0.66,1,0.886667,1,0.666667,0.666667,0.777778,0.703704,1,1,0.5,0.75,0.75,1,2,8400602032,0.609319,0.913978,84006212011,8406,8402011,2
"2033",6,840,840,"USA","USA",2143,1,1,2,4,4,1,2,2,1,2,1,2,2,2,1,1,2,1,2,8,2,2,1,2,1,1,0,2,0,0,0,0,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,3,1,2,7,7,1,3,9,1,2,3,2,1,4,2,1,1,1,5,6,2,5,2,5,5,2,4,1,1,2,2,2,4,1,3,3,1,3,2,NA,NA,1,NA,10,10,1,10,1,7,3,1,3,2,3,3,3,2,1,4,3,4,1,4,4,3,4,3,2,2,3,4,4,3,4,3,2,2,3,4,1,3,10,3,3,3,1,8,4,10,1,3,2,9e+07,9,2,2,1,1,1,2,1,10,1,1,1,2,3,7,10,3,4,2,4,7,3,4,3,3,3,1,4,4,4,4,4,5,5,5,1,5,4,4,2,1,3,2,1,4,4,4,4,10,10,6,4,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,4,5,4,1,2,1,1,1,2,2,3,3,840001,840001,1,1,8,7,1,1,2,1,1,2,8,2,1949,62,3,5,2,2,1,1,1240,9,840112,22,2,840002,840005,840013,840093,1240,0.31,0.31,1,20110624,2011,1,0,0,1,0,0,2,0,0.124722,1,0.179583,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0,1,0.333333,1,1,0,0,0.333333,1,0,0,0.66,0.22,1,0,0,0,0,1,0.33,0,0.165,0.165,1,2,8400602033,0.138889,0.208333,84006212011,8406,8402011,2
"2034",6,840,840,"USA","USA",2144,1,2,2,3,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,10,1,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,1,1,3,3,2,2,3,3,1,10,7,1,4,4,1,2,4,3,1,4,1,1,2,1,2,6,4,3,2,2,3,1,6,5,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,10,10,1,10,1,1,10,1,2,2,4,2,2,2,2,3,3,4,2,2,3,3,3,2,2,2,3,4,3,2,4,4,4,2,4,1,1,1,10,7,5,10,1,9,10,9,5,3,1,2e+07,2,2,1,1,1,1,2,1,10,1,1,1,2,1,9,2,4,4,3,0,4,2,3,4,4,3,1,4,4,4,4,4,1,1,5,5,5,3,3,3,3,3,3,1,4,4,4,4,4,4,10,1,3,8,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,1,1,1,5,5,4,1,5,1,1,1,3,3,1,840001,840001,1,2,9,1,9,1,1,NA,2,2,8,1,1968,43,2,3,2,2,1,1,1240,8,840110,NA,2,840002,840046,840003,840054,1240,1.14,1.14,1,20110624,2011,1,0,1,0,0,0,2,NA,0.151389,1,0.359444,1,0,0,0.66,0.22,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,1,0,0.333333,1,1,0.33,0.66,0.663333,1,0,0.111111,0.222222,0.111111,1,0.66,0,0.33,0.33,1,2,8400602034,0.510753,0.766129,84006212011,8406,8402011,2
"2035",6,840,840,"USA","USA",2145,1,3,3,3,1,1,3,2,1,1,2,2,1,2,2,1,1,2,2,6,2,2,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,1,1,3,2,3,3,3,2,2,6,3,1,1,4,1,2,4,2,1,4,1,3,NA,3,4,5,3,5,3,5,3,4,5,2,4,2,2,2,2,1,2,1,NA,2,1,NA,1,NA,NA,8,8,3,8,1,2,8,2,2,2,3,2,2,2,1,3,3,4,1,2,3,3,3,2,3,3,3,4,2,3,4,NA,4,3,4,1,3,1,10,4,1,9,2,3,10,9,6,3,2,1e+07,1,2,1,1,1,1,2,NA,10,1,4,2,2,3,8,5,7,3,2,3,6,2,3,3,3,3,2,3,3,4,4,4,5,5,5,5,5,2,4,2,1,3,3,2,4,4,4,4,9,8,7,2,5,8,1,1,1,3,1,7,1,5,5,1,1,1,1,1,3,3,2,NA,3,2,4,1,1,4,4,NA,3,3,2,1,840001,840001,2,2,4,4,9,1,2,1,2,4,7,1,1949,62,3,5,1,2,2,1,1240,9,840112,30,2,840002,840043,840005,840074,1240,0.49,0.49,1,20110624,2011,2,0,1,1,0,0,3,0,0.235556,1,0.577593,1,1,0,0.33,0.443333,1,0,0,0.166667,0.055556,1,0,1,0,0.333333,1,0,0,0.33,0.11,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.666667,0,0.444444,0.37037,1,1,0,0.5,0.5,1,2,8400602035,0.219534,0.329301,84006212011,8406,8402011,2
"2036",6,840,840,"USA","USA",2146,1,2,2,3,1,2,2,3,1,1,1,2,2,1,2,1,2,2,2,8,2,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3,2,1,4,1,3,1,3,8,5,2,1,3,1,3,3,1,1,4,1,1,1,1,5,5,5,5,5,4,5,5,4,3,1,2,2,2,3,2,3,2,3,3,NA,NA,NA,NA,NA,2,6,6,9,9,10,5,2,4,3,4,4,4,3,3,3,4,3,3,3,3,4,4,3,NA,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,6,6,3,1,100000020,0,6,7,2,1,2,1,1,10,2,2,2,2,6,6,6,3,2,2,2,1,4,3,4,3,2,3,4,4,4,3,4,1,1,5,5,5,2,2,3,1,1,1,2,3,4,4,4,6,6,6,5,5,5,8,2,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,5,4,3,1,1,1,2,3,2,2,840002,840002,1,NA,6,6,8,2,1,NA,2,4,6,1,1969,42,2,3,2,2,1,1,1240,7,840109,17,2,840003,840033,840003,840056,1240,0.53,0.53,1,20110624,2011,1,1,0,0,0,0,1,0,0.428611,1,0.3675,1,0,0,0,0,1,0.33,1,0.833333,0.721111,1,1,0,0,0.333333,1,0.66,0.66,0.66,0.66,1,1,0,1,0.666667,1,1,0,0.66,0.553333,1,0,0,0,0,1,0,0.5,0.25,0.25,1,2,8400602036,0.237455,0.356183,84006212011,8406,8402011,2
"2037",6,840,840,"USA","USA",2147,1,2,1,2,1,3,1,1,2,1,1,1,1,2,1,2,2,2,2,8,2,1,1,2,0,0,1,2,0,0,0,0,1,2,2,2,2,2,1,2,2,3,3,3,1,2,4,4,4,4,2,9,6,6,0,6,1,3,4,2,1,3,1,3,1,1,2,6,2,5,2,3,4,2,1,3,5,1,1,2,1,1,3,2,3,3,2,NA,NA,NA,NA,5,5,3,7,3,4,6,1,2,1,3,2,2,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,4,3,4,1,3,1,10,1,1,7,1,5,10,10,8,2,1,2e+07,2,7,7,1,1,1,2,2,8,3,4,4,2,4,6,7,7,3,1,3,4,2,3,4,3,3,1,4,4,4,4,4,1,1,5,5,5,3,4,2,3,4,3,2,4,4,4,4,9,9,2,2,10,9,1,1,1,1,1,5,2,7,8,1,1,1,1,1,2,1,1,2,3,4,3,1,1,5,1,1,1,3,2,1,NA,NA,1,2,10,8,10,2,1,NA,1,3,7,2,1957,54,3,4,2,2,1,1,1240,9,840112,21,2,840002,840019,840001,840011,1240,0.54,0.54,1,20110624,2011,4,1,1,1,0,1,3,1,0.248333,1,0.706019,1,0,0,0.33,0.11,1,0.66,0,1,0.553333,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,1,1,0.666667,1,1,1,1,1,1,0.444444,0.111111,0.666667,0.407407,1,1,0.5,0.75,0.75,1,2,8400602037,0.241935,0.362903,84006212011,8406,8402011,2
"2038",6,840,840,"USA","USA",2148,2,1,1,3,1,3,2,1,1,1,2,2,2,1,1,2,2,2,1,9,2,1,0,2,0,1,1,2,2,1,0,2,1,2,1,2,2,2,1,2,2,3,1,3,1,2,2,3,4,3,2,8,7,6,0,8,1,3,1,3,1,4,2,2,2,2,2,4,1,3,1,2,4,3,2,3,2,1,1,1,3,1,2,2,3,1,3,NA,NA,NA,1,5,9,2,9,2,2,6,3,2,2,2,1,1,2,2,2,3,4,2,1,2,3,2,3,1,2,3,1,2,2,2,2,4,3,4,1,3,1,10,3,4,10,2,7,9,10,9,1,3,2e+07,2,5,6,2,1,2,1,1,7,4,4,3,1,5,8,8,3,3,3,4,7,3,1,2,4,2,2,4,4,4,4,3,5,5,5,5,5,1,3,3,2,4,4,1,4,4,4,4,10,9,1,1,1,10,1,1,2,1,1,10,8,8,10,6,1,2,1,1,1,1,1,2,2,1,1,4,2,4,1,1,1,3,1,1,NA,NA,1,2,10,9,10,2,1,NA,1,2,8,2,1957,54,3,4,2,2,1,1,1240,9,840113,21,2,840002,840030,840002,840022,1240,0.58,0.58,1,20110624,2011,1,1,0,0,0,0,1,2,0.318056,1,0.663797,1,0.5,0,0.33,0.276667,1,0.66,1,0.666667,0.775556,1,0,0,0,0,1,0.33,0.33,0,0.22,1,1,0,1,0.666667,1,1,0.66,1,0.886667,1,1,0.777778,0.777778,0.851852,1,0,0.5,0.25,0.25,1,2,8400602038,0.259857,0.389785,84006212011,8406,8402011,2
"2039",6,840,840,"USA","USA",2149,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,8,2,1,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,1,1,1,1,4,3,3,3,3,8,8,3,2,7,1,2,4,2,3,1,2,2,2,2,3,5,2,4,3,3,5,2,1,1,5,1,2,2,2,1,1,2,1,2,2,1,NA,1,NA,3,6,3,7,1,3,4,1,2,2,4,2,2,2,2,4,3,2,2,2,2,3,3,2,2,3,3,2,2,2,4,2,4,2,4,1,8,1,10,8,1,10,3,5,10,10,4,2,1,2e+07,2,6,1,1,1,1,2,2,7,3,4,3,4,4,8,6,8,4,3,4,8,3,1,3,3,3,1,2,3,3,3,3,5,5,1,5,5,2,1,4,4,3,3,1,4,4,4,4,8,8,3,1,1,10,1,1,1,1,1,5,5,5,5,1,1,1,1,2,2,2,1,2,2,2,3,4,1,5,1,1,1,3,1,1,840002,840002,1,2,10,1,7,1,1,NA,4,3,6,1,1959,52,3,4,2,2,1,1,1240,8,840110,20,2,840003,840024,840004,840064,1240,0.25,0.25,1,20110624,2011,3,0,1,1,1,0,3,1,0.248611,1,0.512778,1,0.5,0.33,0,0.276667,1,0.33,0,0.833333,0.387778,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,0.444444,0.444444,0.444444,0.444444,1,1,0,0.5,0.5,1,2,8400602039,0.112007,0.168011,84006212011,8406,8402011,2
"2040",6,840,840,"USA","USA",2150,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,9,1,2,2,0,0,1,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,9,9,5,4,9,1,2,2,4,1,4,1,3,2,2,3,6,3,6,2,5,3,3,3,3,3,2,2,2,1,2,3,2,3,2,NA,NA,NA,NA,NA,9,9,1,10,1,1,10,1,2,2,2,2,2,2,1,3,3,4,2,3,3,3,3,2,3,2,3,4,3,2,2,3,2,1,3,1,3,3,10,2,7,7,1,2,9,10,5,2,1,1e+07,1,1,1,1,1,1,2,1,10,3,3,3,1,8,8,8,9,3,3,3,8,3,3,3,3,3,2,3,3,3,3,3,5,5,5,5,1,4,3,2,2,3,3,1,4,4,4,4,8,8,10,8,4,9,1,2,1,2,1,2,1,3,3,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,3,5,1,1,2,1,840001,840001,4,2,9,9,9,1,1,NA,2,4,3,2,1937,74,3,6,2,2,1,1,1240,7,840109,18,2,840002,840043,840005,840074,1240,1.3,1.3,1,20110624,2011,2,0,1,1,0,0,3,0,0.318334,1,0.554445,1,0.5,0,0.33,0.276667,1,0,0,0,0,1,1,1,0,0.666667,1,0,0.33,0.66,0.33,1,1,1,1,1,1,0.5,0.66,0.66,0.606667,1,0.111111,0,0.222222,0.111111,1,1,0,0.5,0.5,1,2,8400602040,0.582437,0.873656,84006212011,8406,8402011,2
"2041",6,840,840,"USA","USA",2151,1,1,1,3,1,3,2,2,1,2,1,1,1,2,2,2,2,2,1,7,1,0,0,0,0,0,0,0,2,0,0,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,3,3,3,3,2,8,8,6,0,8,1,3,2,4,1,2,1,2,2,2,2,4,2,2,3,2,2,4,2,4,1,1,1,2,3,1,1,2,2,2,1,2,NA,NA,NA,3,4,4,7,4,3,8,1,2,1,2,2,2,3,1,2,2,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,1,2,3,1,7,3,8,6,7,8,8,6,10,10,7,2,2,1e+07,1,7,8,2,1,2,2,2,3,4,4,3,1,4,6,7,7,3,3,3,8,3,3,4,3,3,2,3,2,4,4,3,1,5,1,1,5,3,4,3,2,2,2,1,4,2,4,4,8,8,5,5,3,10,1,5,1,1,1,10,7,10,7,4,1,5,5,2,2,2,2,2,3,2,3,1,1,5,1,1,1,3,2,2,840002,840002,1,2,8,6,8,1,1,NA,1,3,6,1,1965,46,2,4,2,2,1,1,1240,6,840107,19,1,840002,840043,840005,840074,1240,0.7,0.7,1,20110624,2011,4,1,1,1,0,1,3,1,0.484167,1,0.853056,1,0.5,0.33,0.33,0.386667,1,0.66,1,1,0.886667,1,1,0,0,0.333333,1,0,0.66,0.33,0.33,1,1,1,1,1,1,1,0.66,0.66,0.773333,1,1,0.666667,1,0.888889,1,1,0.5,0.75,0.75,1,2,8400602041,0.31362,0.47043,84006212011,8406,8402011,2
"2042",6,840,840,"USA","USA",2152,1,2,2,3,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,8,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,3,3,3,2,3,4,4,4,1,9,9,1,1,7,1,3,1,2,3,4,2,3,3,2,6,6,1,5,2,4,5,5,5,1,2,1,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,1,3,2,2,5,1,5,1,4,2,4,4,4,1,4,4,3,4,2,2,3,3,3,3,2,3,1,3,4,4,4,4,4,NA,4,4,9,10,10,10,10,10,10,NA,10,6,6,2,1,1e+07,1,1,1,1,1,1,2,2,10,1,2,3,2,9,7,1,NA,1,1,2,6,2,3,4,3,3,2,3,3,3,3,3,1,1,5,5,5,3,3,3,3,3,3,2,3,3,4,2,7,NA,10,10,6,6,1,5,1,1,10,1,1,9,7,1,1,1,1,1,NA,1,1,NA,NA,5,5,4,1,5,5,5,2,2,3,3,840001,840001,1,3,1,1,1,2,1,NA,2,2,5,2,1987,24,1,1,1,1,2,1,1270,8,840110,20,2,840005,840047,840013,840091,1240,1.63,1.63,1,20110624,2011,3,1,0,1,1,0,2,0,0.374167,1,0.511157,1,0.5,0,0.33,0.276667,1,0,0,0,0,1,1,0,1,0.666667,1,1,0.33,0.33,0.553333,1,1,0,0,0.333333,1,1,1,1,1,1,0,0,0.888889,0.296296,1,0.33,0.5,0.415,0.415,1,2,8400602042,0.730287,1.09543,84006212011,8406,8402011,2
