"","V1","B_COUNTRY_ALPHA","C_COW_ALPHA","V1A","V1B","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146_05","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185G","V185b","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213B","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","Q223_LOCAL","V232","V233","V233A","V234","V235","V236","V237","V237R2","V237R","V238","V238R","V238CS","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V253CS","V255","V256","V257","N_REGION_ISO","V258","V259","V259A","V260","V265","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"1080",5,"USA","USA",2,1,840,840,858,1,2,2,2,1,1,2,3,2,1,1,2,1,2,2,1,1,2,6,1,1,0,0,1,0,0,1,0,0,NA,1,2,2,2,1,2,1,2,2,2,2,1,8,5,2,4,1,1,1,2,2,1,1,2,2,3,2,3,3,1,2,3,2,7,1,2,4,3,1,4,1,3,2,1,1,3,4,3,5,4,3,3,2,3,1,1,8,8,5,7,2,1,2,2,NA,1,2,2,NA,2,2,2,2,3,3,2,1,1,1,5,1,7,1,7,3,2,6,7,8,2,1,2,2,2,2,2,2,1,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,4,1,8,2,10,8,1,9,9,9,9,9,10,4,3,2,3,4,NA,NA,NA,NA,NA,2,NA,2,8,3,1,1,2,3,2,1,10100000,2,1,1,1,1,2,9,1,4,2,4,4,1,2,6,2,1,5,5,5,7,1,1,1,2,2,1,2,2,2,2,3,3,1,1,7,1240,1,1,2,2,2,2,1,1,840002,840002,840001,840003,4,1,2,1941,65,3,6,5,2,840003,18,2,5,NA,NA,NA,NA,NA,NA,2,1,14,1,3,7,840056,8,1250,840008,NA,1240,0.88007,0.88007,2006,2,1,2,NA,0.346389,1,0.364074,1,0,0,0,0,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0,0.33,0.66,0.33,1,0,0,1,0.333333,1,0.5,0.33,0.66,0.496667,1,0,0.444444,0.444444,0.296296,1,0.66,0,0.33,0.33,1,2,8400601080,0.70462,1.05693,84005212006,8405,8402006,2
"1081",5,"USA","USA",2,2,840,840,470,1,1,2,2,2,3,3,2,2,1,1,2,1,2,1,2,2,2,6,2,1,0,1,1,1,0,1,2,NA,NA,1,2,2,2,2,2,1,2,2,1,3,1,7,6,1,4,3,1,2,3,4,1,1,2,2,3,2,4,3,2,2,3,2,8,2,1,1,2,1,4,1,3,1,1,2,4,4,4,3,4,3,3,4,4,4,1,9,7,2,10,3,2,2,2,NA,2,2,2,NA,1,2,4,1,3,2,3,2,2,2,3,1,10,1,10,1,3,6,9,9,3,1,3,2,3,2,2,3,3,4,3,4,2,3,3,4,4,4,3,3,4,2,3,3,3,3,3,2,1,1,10,1,10,6,6,6,9,10,9,5,3,2,3,1,2,2,2,1,2,2,NA,2,10,1,1,3,1,1,1,3,30100000,4,1,2,2,1,2,8,1,5,1,5,1,1,3,1,1,10,4,6,6,8,1,1,3,3,3,2,3,2,2,2,3,3,1,1,6,1240,2,1,2,2,2,1,1,3,840001,840001,8,840002,840001,2,2,1974,32,2,2,8,3,840007,32,2,1,3,1,10,7,9,1,2,1,3,2,2,8,840041,6,1400,840010,NA,1240,1.540123,1.540123,2006,2,1,2,1,0.4,1,0.494676,1,0,0.66,0.33,0.33,1,0.66,0,0.5,0.386667,1,1,0,0,0.333333,1,0.66,0.33,0.66,0.55,1,0,0,1,0.333333,1,1,0.33,1,0.776667,1,1,0.555556,0.555556,0.703704,1,0.33,0,0.165,0.165,1,2,8400601081,1.233085,1.849628,84005212006,8405,8402006,2
"1082",5,"USA","USA",2,2,840,840,866,1,2,1,2,2,3,2,3,1,1,1,1,1,2,2,2,2,2,7,2,0,0,0,2,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,7,5,3,1,2,2,2,2,4,1,2,2,1,1,3,4,4,2,2,2,2,6,1,3,3,4,2,3,1,3,1,1,1,2,4,2,3,3,3,4,3,3,3,2,7,5,5,3,2,1,2,2,NA,1,2,2,NA,1,3,2,1,1,1,1,1,1,1,5,1,6,4,1,4,5,5,9,5,3,1,2,2,3,2,3,2,2,3,3,4,2,3,4,4,4,3,3,2,2,2,2,3,2,2,3,NA,8,7,7,6,8,6,6,7,6,5,10,4,3,2,4,5,2,1,1,1,2,3,NA,2,9,3,2,3,3,2,1,1,10100000,4,2,1,1,1,1,6,2,4,2,4,4,7,6,5,1,5,3,5,5,5,1,1,1,2,2,1,1,1,2,2,3,3,3,3,6,1240,1,1,1,2,2,1,2,3,8,8,840001,840002,840003,1,1,1972,34,2,2,6,3,840004,20,2,1,7,2,1,1,7,1,1,NA,4,2,4,5,840054,6,1400,840002,NA,1240,0.610049,0.610049,2006,4,4,2,1,0.484167,1,0.686528,1,0,0,0.33,0.11,1,0.66,1,0.5,0.72,1,1,1,0,0.666667,1,0.33,0.33,0.66,0.44,1,1,1,1,1,1,1,0.66,1,0.886667,1,0.444444,0.444444,0.444444,0.444444,1,0.33,0.5,0.415,0.415,1,2,8400601082,0.48843,0.732645,84005212006,8405,8402006,2
"1083",5,"USA","USA",2,1,840,840,606,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,9,2,2,0,2,0,1,0,1,2,0,NA,1,2,2,2,1,2,1,1,2,2,3,2,10,5,1,4,5,1,2,2,2,1,1,2,2,1,3,4,3,2,3,1,2,8,2,1,4,1,1,4,1,3,1,1,1,5,4,1,6,2,3,5,1,3,1,1,10,10,1,8,3,1,2,2,NA,1,2,2,NA,2,3,3,2,4,3,4,2,2,1,10,1,9,1,10,1,3,8,9,10,1,1,2,1,3,2,2,1,1,3,3,3,1,1,2,3,2,2,2,3,3,2,3,NA,2,2,3,1,1,1,10,1,1,10,10,10,10,10,9,8,1,2,1,3,NA,NA,NA,NA,NA,2,NA,2,10,3,2,1,1,1,1,9,9e+07,2,1,1,1,1,1,10,1,4,1,2,1,1,1,1,NA,1,1,1,5,1,5,1,1,2,2,1,2,3,2,2,3,3,2,1,10,1240,2,1,2,2,1,1,1,3,840001,840001,8,5,840001,1,2,1970,36,2,3,7,3,840006,21,2,5,NA,NA,NA,NA,NA,NA,2,1,6,1,3,7,840052,1,1400,840008,NA,1240,0.50004,0.50004,2006,4,1,2,0,0.059139,0.915,0.507871,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,0,NA,0.071,0.66,0,0,0,0,1,1,0,1,0.666667,1,1,0.66,1,0.886667,1,0,0,0.444444,0.148148,1,0.66,0,0.33,0.33,1,2,8400601083,0.400352,0.600528,84005212006,8405,8402006,2
"1084",5,"USA","USA",2,2,840,840,240,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,6,1,1,1,2,0,1,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,2,8,8,1,4,4,3,4,3,3,1,1,2,1,2,4,4,4,2,1,4,3,5,1,2,3,4,1,3,1,1,2,2,1,2,5,3,4,2,5,3,3,1,2,1,6,7,7,6,2,1,2,1,NA,1,2,2,NA,1,3,3,1,1,1,1,NA,1,1,1,1,7,2,2,NA,4,7,9,7,3,1,2,2,3,2,3,2,2,4,4,3,3,2,4,3,3,3,3,2,2,2,3,4,4,4,4,2,1,1,10,1,1,10,7,10,10,10,8,7,2,2,1,3,2,2,2,1,2,2,NA,2,8,1,1,1,3,1,2,2,2e+07,4,1,2,2,1,2,10,1,5,4,4,2,1,1,1,1,7,1,NA,5,5,1,1,2,3,1,1,2,4,2,2,3,3,1,1,6,1240,1,1,1,1,2,1,1,3,840002,840002,8,840001,840002,1,2,1960,46,2,4,5,2,840003,18,2,5,NA,NA,NA,NA,NA,NA,2,1,6,2,3,7,840058,4,1400,840002,NA,1240,0.560045,0.560045,2006,4,2,2,2,0.275834,1,0.584778,0.915,0.5,0.33,0.33,0.386667,1,0.33,0,0.5,0.276667,1,0,0,0,0,1,0.33,0.66,0.33,0.44,1,1,0,1,0.666667,1,1,1,1,1,1,0.666667,NA,0.444444,0.507444,0.66,0.33,0,0.165,0.165,1,2,8400601084,0.448395,0.672592,84005212006,8405,8402006,2
"1085",5,"USA","USA",2,2,840,840,516,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,4,1,2,0,0,0,2,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,2,10,10,2,1,1,1,5,1,5,5,2,2,1,3,3,4,4,1,1,3,1,4,1,3,3,4,1,3,2,1,1,1,1,6,6,1,6,1,6,6,6,2,4,1,10,10,8,10,2,1,2,2,NA,1,2,2,NA,2,3,2,2,3,4,4,1,1,1,10,1,10,4,10,3,1,9,10,10,2,2,2,2,3,2,2,1,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,1,4,4,2,10,2,10,1,6,10,10,8,10,10,9,5,2,2,1,4,1,1,1,1,1,1,2,1,10,3,2,1,1,3,1,9,9e+07,1,1,1,1,1,1,10,1,1,2,4,2,1,1,1,1,1,1,4,4,1,1,1,1,3,1,1,3,3,2,2,1,1,3,1,10,1240,1,1,1,1,1,1,1,2,840002,840002,8,840001,840002,1,2,1949,57,3,5,3,1,840001,18,2,8,NA,NA,NA,NA,NA,NA,1,NA,6,2,3,4,840043,4,200,840004,NA,1240,0.560045,0.560045,2006,2,3,2,NA,0.0825,1,0.464306,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,1,0,0,0.333333,1,1,0.66,1,0.886667,1,0,0.333333,0.333333,0.222222,1,0.33,0.5,0.415,0.415,1,2,8400601085,0.448395,0.672592,84005212006,8405,8402006,2
"1086",5,"USA","USA",2,2,840,840,374,1,1,2,4,2,1,2,2,2,1,2,2,1,2,2,1,1,1,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,2,2,2,2,3,3,10,6,3,1,1,2,3,3,2,1,1,2,2,1,2,3,3,3,4,2,1,3,1,3,3,4,3,2,2,1,2,2,1,4,5,4,3,3,5,4,3,3,6,1,5,5,4,10,4,3,3,3,NA,2,2,2,NA,1,4,4,4,4,4,4,2,2,2,5,1,10,1,10,1,1,7,10,7,2,1,2,1,3,3,3,4,4,3,3,3,2,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,5,1,10,1,1,10,10,10,10,10,1,5,2,2,1,3,1,1,1,1,1,1,5,2,5,2,2,2,2,2,1,9,9e+07,1,1,2,2,2,2,10,1,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,2,1,2,3,3,3,2,2,3,3,3,1,10,1240,2,1,1,1,1,1,1,2,5,5,8,840001,4,2,2,1963,43,2,3,4,2,840002,17,2,1,8,2,1,1,5,1,2,1,7,2,4,4,840055,5,1400,840010,NA,1240,0.480038,0.480038,2006,3,4,2,NA,0.29,1,0.278843,1,0.5,0.33,0.66,0.496667,1,0,0,0,0,1,0,0,0,0,1,1,0.33,0.66,0.663333,1,0,0,0,0,1,1,0.33,0.66,0.663333,1,0,0,0.111111,0.037037,1,0.33,0.5,0.415,0.415,1,2,8400601086,0.384338,0.576507,84005212006,8405,8402006,2
"1087",5,"USA","USA",2,1,840,840,894,1,1,1,2,1,3,2,1,2,1,2,2,1,1,1,2,2,1,8,2,1,1,0,0,1,0,0,2,0,NA,2,2,2,2,1,2,2,2,1,2,3,1,8,5,1,3,4,1,1,4,4,6,2,2,1,2,3,4,3,2,2,3,2,8,2,1,1,4,4,2,1,1,2,1,1,5,4,2,2,2,4,3,3,3,3,2,7,6,8,9,2,1,2,2,NA,1,2,2,NA,1,3,3,1,4,4,4,2,2,2,5,1,8,3,10,1,1,10,10,7,3,1,2,2,3,2,2,3,1,3,3,4,4,4,4,3,3,3,2,2,2,2,3,3,4,2,3,2,1,1,10,1,10,10,1,1,10,10,10,4,2,2,1,3,NA,NA,NA,NA,NA,3,NA,2,9,3,1,2,2,3,3,2,2e+07,4,1,2,1,1,1,8,1,5,5,4,4,1,1,1,1,1,6,3,5,8,1,1,3,1,1,1,1,3,2,2,3,3,1,1,9,1240,1,1,1,1,2,1,1,3,840002,840002,8,NA,840003,1,1,1971,35,2,3,5,2,840003,17,2,1,3,3,9,6,9,2,1,NA,3,3,3,6,840051,2,1400,840002,NA,1240,0.62005,0.62005,2006,2,2,2,0,0.345834,1,0.318472,1,0,0.66,0.33,0.33,1,0.66,0,0.5,0.386667,1,0,0,0,0,1,0,1,1,0.666667,1,0,0,0,0,1,1,0.66,1,0.886667,1,0,0.222222,0.444444,0.222222,1,0.33,0,0.165,0.165,1,2,8400601087,0.496437,0.744655,84005212006,8405,8402006,2
"1088",5,"USA","USA",2,2,840,840,824,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,8,2,2,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,10,6,4,3,3,2,2,2,4,1,1,2,1,1,3,3,3,2,NA,3,2,7,2,1,1,3,1,2,1,1,1,1,1,4,6,1,3,3,6,6,1,4,1,1,5,7,9,10,2,1,3,2,NA,1,2,2,NA,2,3,2,2,3,3,3,3,2,1,5,1,3,3,6,1,4,7,8,6,2,1,2,1,3,2,3,1,2,3,3,2,2,3,3,3,3,2,2,2,2,2,3,3,4,3,4,1,10,1,10,6,5,10,10,10,10,10,10,8,3,2,1,3,2,1,2,1,2,1,2,2,10,3,1,1,1,1,2,2,2e+07,1,1,1,2,1,2,10,1,1,2,1,2,1,1,1,1,5,1,5,7,1,1,1,1,2,1,1,2,NA,2,2,3,3,1,1,7,1240,1,1,1,2,2,1,1,3,840002,840002,8,5,840002,1,2,1942,64,3,5,5,2,840003,18,2,4,NA,NA,NA,NA,NA,NA,2,2,7,2,2,5,840052,7,1400,840004,NA,1240,0.560045,0.560045,2006,2,1,1,NA,0.1375,1,0.322963,1,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,0,0,0,0,1,1,0.66,0.66,0.773333,1,0.444444,0.444444,0.666667,0.518518,1,0,0,0,0,1,2,8400601088,0.448395,0.672592,84005212006,8405,8402006,2
"1089",5,"USA","USA",2,NA,840,840,1118,1,1,3,3,2,4,2,2,1,2,1,1,1,2,2,2,1,2,7,2,0,0,1,0,2,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,7,4,2,1,2,4,3,3,3,1,1,2,1,1,4,4,4,3,1,3,2,3,2,1,1,3,1,3,2,1,2,2,1,1,4,2,5,2,3,2,6,3,3,1,6,6,6,4,2,1,3,2,NA,1,2,2,NA,2,3,2,4,1,1,1,1,1,1,5,1,6,1,5,5,5,5,8,6,3,1,2,2,4,2,2,3,1,3,3,2,2,2,3,3,3,3,3,2,3,2,4,2,3,3,4,1,1,1,10,8,6,10,7,6,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1984,22,1,1,6,3,840004,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840046,NA,1400,840001,NA,1240,1.270102,1.270102,2006,3,1,1,1,NA,0.745,0.617,0.915,0.5,NA,0.66,0.57458,0.66,1,NA,NA,NA,0.66,NA,NA,NA,NA,0.66,0,0.33,0.33,0.22,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0.66,0,0,0,0,1,2,8400601089,1.016895,1.525342,84005212006,8405,8402006,2
"1090",5,"USA","USA",2,1,840,840,816,1,1,2,4,1,1,1,1,2,2,1,1,1,2,2,1,1,2,10,2,2,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,10,5,2,1,3,3,2,2,3,6,1,2,2,2,3,3,3,1,1,3,1,8,4,2,1,3,1,4,2,3,3,1,1,2,4,3,4,1,5,2,1,4,3,1,5,5,5,10,4,2,3,2,NA,2,2,2,NA,1,2,3,1,1,1,1,1,2,1,6,1,5,5,3,5,1,6,1,4,3,1,2,1,2,2,2,2,2,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,NA,NA,NA,NA,NA,2,NA,2,5,3,2,1,2,3,1,9,9e+07,1,1,1,1,1,1,10,1,4,4,4,4,1,1,1,1,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,3,2,2,1,4,1240,2,2,2,2,2,2,2,1,5,5,8,5,4,2,2,1988,18,1,1,6,3,840004,18,1,7,NA,NA,NA,NA,NA,NA,2,1,6,2,3,6,840047,2,1400,840005,NA,1240,1.450116,1.450116,2006,3,0,1,NA,0.0825,1,0.397037,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,1,1,0.666667,1,1,0.66,0.66,0.773333,1,0,0,0.444444,0.148148,1,0,0,0,0,1,2,8400601090,1.161022,1.741533,84005212006,8405,8402006,2
"1091",5,"USA","USA",2,1,840,840,846,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,8,2,2,2,0,0,1,0,2,1,0,NA,1,2,2,2,2,2,1,2,2,1,3,1,7,5,1,3,1,2,4,3,2,1,1,1,1,1,4,4,4,2,1,3,3,6,1,3,3,2,1,4,2,3,2,2,1,1,4,2,4,1,5,2,5,4,1,1,1,1,7,1,3,1,2,2,NA,1,2,2,NA,2,3,2,3,1,1,1,1,1,1,NA,1,NA,5,2,4,6,3,6,5,3,2,2,2,3,2,2,2,2,4,4,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,4,2,5,5,5,5,1,5,5,5,5,5,10,NA,2,2,3,1,NA,NA,NA,NA,NA,2,NA,2,10,3,2,1,1,3,1,2,2e+07,2,1,2,2,1,2,10,1,4,1,5,1,3,10,1,1,10,1,5,5,5,5,1,1,2,1,1,2,2,2,2,3,1,1,1,5,1240,2,1,2,2,2,1,1,3,840002,840002,8,840001,840002,1,1,1975,31,2,2,5,2,840003,18,2,1,7,2,2,2,8,1,1,NA,4,3,2,6,840053,4,1400,840010,NA,1240,0.450036,0.450036,2006,3,2,2,1,0.276389,1,0.594491,1,0.5,0,0.33,0.276667,1,0.33,0,0.166667,0.165556,1,1,0,0,0.333333,1,0.33,0.33,0.33,0.33,1,1,0,0,0.333333,1,1,1,1,1,1,1,0.444444,0.444444,0.629629,1,0.33,0.5,0.415,0.415,1,2,8400601091,0.360317,0.540476,84005212006,8405,8402006,2
"1092",5,"USA","USA",2,1,840,840,702,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,10,2,1,1,1,1,1,1,2,0,0,NA,1,2,2,2,2,2,1,2,2,2,2,2,10,7,2,4,2,2,2,2,2,1,1,2,1,1,3,3,3,2,1,3,1,7,3,2,2,4,3,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,7,7,7,4,1,1,NA,1,NA,1,NA,1,NA,1,1,1,2,1,1,1,1,1,1,8,1,10,1,10,1,1,10,5,5,3,1,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,2,5,1,5,5,1,7,7,7,7,7,10,7,1,2,1,3,NA,NA,NA,NA,NA,1,5,1,10,1,1,3,1,1,1,1,10100000,6,2,2,2,1,2,10,1,4,4,1,4,7,1,1,1,1,1,5,7,5,1,1,1,1,1,1,1,3,2,2,1,3,1,1,10,1240,1,1,1,1,2,1,1,3,840002,840002,8,840001,840002,1,1,1945,61,3,5,7,3,840006,NA,2,1,1,2,5,NA,10,1,1,NA,2,1,2,10,840058,7,1250,840003,NA,1240,0.520042,0.520042,2006,2,4,3,2,0.345278,1,0.660926,1,0,0,0.33,0.11,1,0.33,1,0.833333,0.721111,1,0,0,0,0,1,0.33,0.66,0.66,0.55,1,1,0,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0,0.444444,0.666667,0.37037,1,1,1,1,1,1,2,8400601092,0.416366,0.62455,84005212006,8405,8402006,2
"1093",5,"USA","USA",2,2,840,840,557,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,9,2,2,0,2,0,0,0,0,0,0,NA,1,2,1,2,2,2,1,2,2,2,3,1,10,1,1,3,1,2,1,3,3,6,2,1,2,4,3,4,4,2,2,3,2,6,2,1,3,2,4,1,2,3,3,1,1,2,5,1,3,2,6,3,3,3,3,1,5,5,5,5,4,2,3,2,NA,2,2,2,NA,1,2,3,2,1,1,1,1,1,1,5,1,7,4,10,NA,6,5,6,6,3,1,2,2,3,3,3,1,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,3,3,3,3,3,2,NA,2,5,1,1,1,1,1,2,9,9e+07,2,1,1,1,1,1,10,1,2,2,2,2,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,3,3,3,1,5,1240,2,2,2,2,1,1,1,3,8,8,5,5,840001,2,2,1987,19,1,1,6,3,840004,23,1,1,14,2,1,1,8,2,2,1,3,1,2,5,840054,1,1400,840003,NA,1240,1.830147,1.830147,2006,4,1,2,NA,0.151389,1,0.364769,1,0,0.33,0.33,0.22,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,1,0.66,1,0.886667,1,0,0,0.222222,0.074074,1,0.33,0,0.165,0.165,1,2,8400601093,1.465289,2.197934,84005212006,8405,8402006,2
"1094",5,"USA","USA",2,1,840,840,733,1,3,2,2,2,3,2,2,1,2,2,1,1,2,1,2,1,2,6,2,1,0,0,0,0,0,0,0,0,NA,1,2,2,1,2,2,1,2,1,2,3,1,9,3,2,1,3,4,1,2,5,1,2,2,1,1,4,4,4,2,2,4,2,5,1,2,1,4,1,4,1,1,2,1,1,4,3,2,4,3,2,3,3,3,3,1,5,7,5,3,3,2,2,2,NA,1,2,2,NA,2,2,2,2,1,1,1,1,1,1,5,1,1,5,5,1,5,6,7,8,3,1,2,2,3,2,2,3,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,3,3,3,2,5,5,5,5,4,5,5,5,5,5,7,7,2,2,3,1,NA,NA,NA,NA,NA,2,NA,2,8,3,1,3,3,3,4,1,10100000,7,2,2,2,2,2,5,2,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,1,3,2,1,3,3,2,2,2,2,1,1,5,1240,1,1,1,2,2,1,1,3,5,5,840001,5,840001,1,2,1968,38,2,3,5,2,840003,NA,2,1,3,2,5,9,5,2,2,1,3,3,2,5,840054,5,1400,840002,NA,1240,1.230098,1.230098,2006,4,1,2,2,0.499167,1,0.652361,1,0,0,0.33,0.11,1,0.66,1,1,0.886667,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.444444,0.444444,0.444444,0.444444,1,0.33,0,0.165,0.165,1,2,8400601094,0.984867,1.4773,84005212006,8405,8402006,2
"1095",5,"USA","USA",2,1,840,840,892,1,2,2,3,1,3,2,2,1,1,1,2,1,2,1,2,2,2,9,2,1,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,2,2,2,2,3,2,10,2,2,1,3,2,4,2,1,6,2,2,1,3,4,4,4,2,1,4,2,9,4,3,2,1,3,4,1,2,3,2,1,2,2,2,3,2,3,4,3,4,5,1,6,6,8,8,3,1,2,3,NA,1,2,2,NA,2,2,3,2,3,3,4,2,1,1,7,2,7,7,3,7,7,9,7,8,3,1,2,2,3,3,3,3,2,3,1,3,2,2,3,3,3,2,3,3,2,2,3,4,3,2,3,1,1,1,7,9,6,6,6,10,6,10,7,6,3,2,1,4,NA,NA,NA,NA,NA,3,NA,2,10,3,2,1,1,2,1,0,100000020,6,1,1,1,2,2,10,1,4,4,4,4,1,3,1,1,7,4,5,10,5,1,1,1,1,2,1,2,3,2,2,3,2,2,1,6,1240,1,1,2,1,2,2,1,2,840002,840002,8,840001,840002,1,2,1963,43,2,3,5,2,840003,37,2,8,NA,NA,NA,NA,NA,NA,1,NA,8,3,2,7,840041,8,200,840004,NA,1240,0.87007,0.87007,2006,3,3,2,2,0.359445,1,0.737593,1,0.5,0,0.33,0.276667,1,0.66,0,0.833333,0.497778,1,1,0,0,0.333333,1,0.33,0.33,0.33,0.33,1,1,0,1,0.666667,1,1,1,1,1,1,0.666667,0.444444,1,0.703704,1,0.66,0.5,0.58,0.58,1,2,8400601095,0.696613,1.04492,84005212006,8405,8402006,2
