"","V1","V2","V2A","V3","happiness","health","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V27","religionmem","V30","V31","V32","V33","V34","V35","V37","V51","V52","V53","V54","V55","V56","V57","V64","V65","freedom","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V90A","V91","V92","V93","V94","V95","V96","V106","V107","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V135","V136","V137","V138","V140","V141","V144","V145","V146","V177","V178","V179","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V214","V215","V216","V218","V219","V220","V221","V222","V224","V226","income","V232","V233","V234","V236","V236A","V237","S024","S025","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","COW","wave"
"1328",1,840,840,1328,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,2,1,2,2,1,2,NA,2,5,8,8,1,1,1,1,2,2,1,1,1,1,1,1,2,1,3,2,1,2,1,2,2,3,3,NA,NA,1,3,3,1,1,1,1,2,2,2,3,3,3,7,1,2,2,1,3,3,1,3,3,1,2,1,2,7,2,1,1,1,1,1,1,1,7,NA,5,3,2,1,1,1,4,1,5,7,1,1,2,1,1,1947,35,16,NA,1,NA,1,NA,NA,7,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.489417,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,1,1,0.979,0.66,1,1,0,0.666667,1,0.33,0,0,0.11,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0.444444,0.148148,1,NA,NA,NA,NA,0.66,2,8400121328,0.598838,0.898257,84001211981,2,1
"1329",1,840,840,1329,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,NA,2,8,8,10,2,2,1,1,2,2,2,1,1,1,1,2,2,3,1,1,1,3,2,2,2,NA,1,NA,NA,NA,1,3,2,1,1,NA,2,NA,3,3,2,3,7,2,1,1,3,1,4,3,4,4,4,2,3,1,2,1,1,1,1,NA,NA,1,1,10,1,1,1,4,3,1,2,1,1,8,7,6,3,2,1,2,1961,21,21,NA,2,NA,2,NA,2,9,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,2,0.285333,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,1,0,0.333333,1,0,0.66,0.66,0.44,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0.111111,0,0.777778,0.296296,1,NA,NA,NA,NA,0.66,2,8400121329,0.299419,0.449129,84001211981,2,1
"1330",1,840,840,1330,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,1,1,2,2,1,2,NA,2,9,10,3,1,2,1,2,2,2,2,1,2,2,2,1,4,1,6,0,2,4,1,2,2,1,1,NA,NA,1,2,1,2,1,1,1,2,3,NA,1,3,2,8,2,1,1,2,3,2,1,2,2,1,2,3,2,7,1,1,1,1,1,1,1,1,10,1,1,3,2,2,6,1,4,5,5,3,1,1,2,1,1,1963,19,17,1,1,NA,2,NA,1,NA,1,840011,NA,0.69614947,1,1981,8401,8401981,NA,1,0.467,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,1,0.556,0.66,1,1,1,1,1,0,0,0.33,0.11,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0.444444,0.444444,0.296296,1,NA,NA,NA,NA,0.66,2,8400121330,0.299419,0.449129,84001211981,2,1
"1331",1,840,840,1331,2,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,2,1,1,1,NA,1,2,9,9,1,1,1,2,1,1,1,1,1,1,2,1,1,3,5,5,1,5,1,2,2,3,3,NA,NA,1,3,3,1,1,1,2,3,NA,3,3,3,3,9,NA,1,2,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1904,78,17,NA,4,NA,1,NA,NA,3,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.155,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,0,0,1,0.33,0.33,0.33,0.33,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400121331,0.598838,0.898257,84001211981,2,1
"1332",1,840,840,1332,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,NA,1,9,9,9,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,4,1,2,1,1,2,3,3,NA,NA,1,1,3,1,1,1,1,1,1,3,3,3,3,8,3,3,2,3,3,4,2,2,2,2,3,3,2,2,1,1,1,1,2,NA,1,1,8,1,1,1,1,1,1,1,10,10,10,10,10,1,2,1,1,1913,69,21,NA,4,NA,1,NA,2,NA,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.202,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0.33,0.33,0.66,0.44,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,1,1,0.666667,1,NA,NA,NA,NA,0.66,2,8400121332,0.598838,0.898257,84001211981,2,1
"1333",1,840,840,1333,1,1,2,NA,2,1,2,1,2,1,2,2,2,2,2,1,2,3,3,3,3,2,3,3,1,1,2,1,1,NA,2,8,9,9,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,1,NA,NA,1,1,3,2,1,1,1,3,NA,3,3,3,3,NA,2,4,3,1,1,4,3,2,3,2,1,3,2,NA,1,1,2,2,2,2,2,1,9,NA,1,1,5,1,1,1,1,5,5,5,1,2,1,1,1,1940,42,21,NA,1,NA,1,NA,1,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.325111,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,NA,NA,0.66,0,1,0,0.333333,1,0.66,0.66,0,0.44,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0.444444,0.444444,0.296296,1,NA,NA,NA,NA,0.66,2,8400121333,0.598838,0.898257,84001211981,2,1
"1334",1,840,840,1334,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,3,3,3,3,3,1,2,2,2,2,2,2,NA,2,6,2,8,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,3,1,6,1,2,2,3,3,NA,NA,1,3,3,1,1,1,1,3,NA,NA,NA,NA,NA,10,2,1,1,2,1,3,1,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,5,1,1,3,3,1,1,1944,38,17,NA,1,NA,1,NA,NA,8,1,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.1195,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0,0.33,0.11,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0,0.444444,0.148148,1,NA,NA,NA,NA,0.66,2,8400121334,0.299419,0.449129,84001211981,2,1
"1335",1,840,840,1335,2,3,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,3,3,3,3,3,3,2,1,2,2,1,1,NA,2,6,7,8,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,3,3,NA,NA,1,3,3,1,1,1,1,1,1,3,3,3,3,8,3,1,1,4,3,3,1,2,3,4,4,3,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1,1,1911,71,15,NA,2,NA,1,NA,2,9,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.175333,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0,1,0.333333,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400121335,0.598838,0.898257,84001211981,2,1
"1336",1,840,840,1336,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,NA,2,5,8,6,1,2,2,1,2,1,2,1,1,1,2,1,1,1,3,3,1,4,1,2,2,2,3,NA,NA,1,1,1,1,1,1,1,2,1,3,2,3,3,6,2,2,2,2,3,3,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,6,7,8,1,3,2,1,2,1932,50,21,NA,1,NA,1,NA,3,9,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.1745,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.555556,0.666667,0.407408,1,NA,NA,NA,NA,0.66,2,8400121336,0.598838,0.898257,84001211981,2,1
"1337",1,840,840,1337,2,4,1,1,2,2,2,2,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,2,1,2,2,1,1,NA,1,5,9,8,2,2,1,2,2,2,2,2,1,1,2,1,1,1,5,0,2,4,2,2,2,1,3,NA,NA,1,3,3,1,1,1,1,3,1,2,1,2,3,8,3,1,1,1,2,3,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,10,1,1,1,1,1,1,1,1,9,5,5,10,1,2,1,1,1911,71,17,2,4,NA,1,NA,2,4,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.1115,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.333333,0.244,0.66,0,0,0,0,1,0,0,0,0,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.888889,0.444444,0.444444,1,NA,NA,NA,NA,0.66,2,8400121337,0.598838,0.898257,84001211981,2,1
"1338",1,840,840,1338,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,3,3,3,3,3,2,3,2,2,2,1,2,2,NA,1,4,8,10,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,0,2,2,1,1,2,2,3,NA,NA,2,3,3,1,1,1,1,2,1,2,3,3,3,8,2,3,2,2,3,4,2,2,2,2,2,3,0,NA,2,NA,1,1,2,2,2,2,2,2,1,1,2,1,1,8,8,8,3,4,4,3,2,1,1,1955,27,18,NA,1,NA,1,NA,1,10,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.288444,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,1,NA,NA,0.66,0,1,0,0.333333,1,0.33,0.33,0.33,0.33,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0.777778,0.777778,0.222222,0.592593,1,NA,NA,NA,NA,0.66,2,8400121338,0.598838,0.898257,84001211981,2,1
"1339",1,840,840,1339,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,3,3,3,3,3,3,2,1,2,2,1,1,NA,2,7,6,8,2,2,2,1,2,1,2,2,1,1,1,1,1,3,6,0,2,2,1,2,2,3,3,NA,NA,1,1,3,1,1,1,3,2,1,2,2,2,3,3,3,2,2,2,1,3,2,2,2,3,1,1,8,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1,1,4,5,4,1,5,3,1,1,1962,20,21,1,1,NA,2,NA,NA,10,2,840010,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.238333,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,1,0.333333,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.333333,0.444444,0.259259,1,NA,NA,NA,NA,0.66,2,8400121339,0.299419,0.449129,84001211981,2,1
"1340",1,840,840,1340,2,1,1,NA,2,1,1,2,2,2,2,2,1,2,2,1,2,3,3,1,3,3,1,2,2,2,1,2,2,NA,2,5,7,8,2,2,2,2,2,1,2,1,1,1,2,1,2,3,6,0,2,3,1,2,2,3,3,NA,NA,1,1,1,1,3,1,1,1,1,2,1,2,2,2,1,1,4,4,1,3,3,2,2,4,1,2,1,2,1,1,1,1,2,2,1,1,7,1,1,5,1,2,1,1,5,5,5,5,1,4,4,3,1,1959,23,21,1,1,NA,2,NA,3,9,3,840010,NA,0.69614947,1,1981,8401,8401981,NA,0,0.54913,0.83,NA,0.83,1,0.66,NA,0.81052,0.66,NA,0,0.166667,0.166,0.66,1,0,0,0.333333,1,1,0.66,1,0.886667,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0.444444,0.444444,0.296296,1,NA,NA,NA,NA,0.66,2,8400121340,0.299419,0.449129,84001211981,2,1
"1341",1,840,840,1341,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,3,3,3,2,3,1,2,2,1,2,1,NA,2,7,8,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,NA,NA,1,1,3,2,2,1,1,1,1,2,2,3,3,7,2,3,2,3,3,3,2,2,2,2,2,3,2,NA,1,1,1,1,1,2,1,1,10,1,1,1,6,2,1,2,7,10,10,10,2,5,3,1,1,1953,29,21,NA,1,NA,1,NA,1,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,2,0.385611,0.83,NA,0.83,0.5,0,NA,0.3835,0.66,NA,0,NA,NA,0.66,0,1,0,0.333333,1,0.33,0.33,0.66,0.44,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0.111111,1,1,0.703704,1,NA,NA,NA,NA,0.66,2,8400121341,0.598838,0.898257,84001211981,2,1
"1342",1,840,840,1342,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,3,3,3,3,3,3,3,2,1,2,2,1,2,NA,1,10,9,5,1,1,2,2,2,2,1,1,2,2,1,2,4,3,6,4,1,4,2,2,1,3,3,NA,NA,1,1,1,2,2,1,1,3,3,3,3,3,3,6,1,2,3,2,3,2,3,3,3,3,1,1,1,NA,2,1,2,1,2,1,1,1,10,2,1,1,1,1,1,1,1,1,3,8,1,1,2,1,2,1960,22,14,2,7,NA,1,NA,NA,1,3,840010,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.311167,0.83,NA,0.83,0.5,0,NA,0.3835,0.66,NA,1,NA,NA,0.66,0,0,0,0,1,0.66,0.66,0.33,0.55,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0,0.222222,0.074074,1,NA,NA,NA,NA,0.66,2,8400121342,0.299419,0.449129,84001211981,2,1
"1343",1,840,840,1343,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,3,3,2,3,3,3,2,1,2,1,1,1,NA,2,8,9,9,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,0,2,2,1,2,2,3,3,NA,NA,1,1,3,1,1,1,1,2,1,2,2,3,3,7,3,1,1,2,3,3,2,2,1,2,1,1,8,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,5,2,1,5,2,1,1,1951,31,21,NA,1,NA,1,NA,1,10,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.1275,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,0,0,1,0,0.33,0.33,0.22,1,1,0,0,0.333333,1,NA,NA,NA,NA,0.66,0,0,0.444444,0.148148,1,NA,NA,NA,NA,0.66,2,8400121343,0.598838,0.898257,84001211981,2,1
"1344",1,840,840,1344,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,3,3,3,2,2,2,3,2,2,2,2,1,1,NA,2,8,8,9,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,NA,NA,1,1,2,2,1,1,1,3,1,2,2,3,3,6,2,2,2,3,3,2,2,2,2,3,2,3,2,7,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,5,5,5,5,10,5,3,2,1,2,1955,27,18,NA,2,NA,2,NA,NA,NA,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.2995,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,1,0.556,0.66,0,0,0,0,1,0.33,0.33,0.66,0.44,1,1,1,1,1,1,NA,NA,NA,NA,0.66,0.444444,0.444444,0.444444,0.444444,1,NA,NA,NA,NA,0.66,2,8400121344,0.598838,0.898257,84001211981,2,1
"1345",1,840,840,1345,2,3,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2,2,NA,2,6,7,8,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,4,1,2,2,1,1,NA,NA,1,2,2,2,1,1,2,2,1,3,3,3,3,6,1,1,3,3,3,3,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,10,1,2,1,1,1,1,6,1,1,5,1,1,5,5,NA,2,1961,21,17,NA,5,NA,2,NA,1,8,3,840010,NA,0.69614947,1,1981,8401,8401981,NA,0,0.301333,0.83,NA,0.83,0,NA,NA,NA,0.66,NA,0,0.333333,0.244,0.66,0,0,0,0,1,0.66,0.66,0.66,0.66,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0.555556,0,0.444444,0.333333,1,NA,NA,NA,NA,0.66,2,8400121345,0.299419,0.449129,84001211981,2,1
"1346",1,840,840,1346,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,3,2,3,3,3,3,2,2,2,2,2,2,NA,2,10,10,10,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,3,1,3,1,1,2,3,3,NA,NA,1,1,3,1,1,1,1,2,1,3,3,3,3,5,3,1,1,3,4,3,2,3,2,2,2,2,1,2,1,1,1,1,2,1,1,1,10,1,1,1,1,1,1,1,1,1,1,5,1,NA,NA,1,1,1916,66,14,NA,4,NA,1,NA,NA,10,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.1745,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0.33,0.66,0.33,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400121346,0.598838,0.898257,84001211981,2,1
"1347",1,840,840,1347,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,3,1,3,1,2,1,2,1,1,1,NA,2,1,8,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,2,2,2,3,3,NA,NA,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,3,3,1,2,3,1,3,1,1,2,3,1,1,1,1,1,1,1,1,10,1,1,2,10,7,1,1,5,5,7,1,1,1,5,3,2,1948,34,21,NA,1,NA,2,NA,3,10,2,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.449547,0.83,NA,0.83,0,0.66,NA,0.44752,0.66,NA,0,0.333333,0.244,0.66,1,1,0,0.666667,1,0.33,0.33,0.66,0.44,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0.444444,0.666667,0.37037,1,NA,NA,NA,NA,0.66,2,8400121347,0.299419,0.449129,84001211981,2,1
"1348",1,840,840,1348,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,NA,2,7,6,8,1,1,1,2,1,1,1,1,2,1,1,1,2,3,1,0,2,2,1,2,2,1,NA,NA,NA,2,1,1,1,1,1,3,1,3,3,3,3,3,2,1,2,3,3,3,3,3,3,2,3,2,3,1,3,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,4,5,5,1,2,5,1,1,1926,56,18,NA,1,NA,1,NA,NA,10,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.2765,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.333333,0.244,0.66,0,0,0,0,1,0.66,0.66,0.66,0.66,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.333333,0.444444,0.259259,1,NA,NA,NA,NA,0.66,2,8400121348,0.299419,0.449129,84001211981,2,1
"1349",1,840,840,1349,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,3,3,2,3,2,2,2,1,1,2,NA,2,8,5,9,2,2,2,1,1,1,2,1,2,1,1,1,1,1,6,2,1,2,1,2,2,3,NA,NA,NA,1,3,1,1,1,1,3,1,1,2,3,3,3,2,NA,2,3,4,3,4,2,3,2,2,1,1,2,2,2,1,1,1,1,1,1,1,10,2,1,5,1,2,1,1,1,5,6,7,1,2,3,1,1,1954,28,21,2,1,NA,1,NA,1,10,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.446917,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,1,0.166667,0.589,0.66,1,0,0,0.333333,1,0.66,0.33,1,0.663333,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.444444,0.555556,0.333333,1,NA,NA,NA,NA,0.66,2,8400121349,0.598838,0.898257,84001211981,2,1
"1350",1,840,840,1350,3,3,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,3,3,3,3,3,3,1,1,2,2,1,2,NA,2,7,5,7,2,2,2,2,2,2,2,2,1,1,2,1,1,1,6,0,2,3,1,2,2,3,3,NA,NA,1,2,3,1,1,1,1,2,3,3,3,3,3,4,2,1,2,1,3,3,3,3,4,4,2,3,2,NA,1,1,1,2,2,2,1,1,8,1,6,5,5,4,5,3,4,4,6,2,4,1,3,2,2,1962,20,21,2,2,NA,2,NA,1,10,2,840010,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.551587,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,NA,NA,0.66,1,1,1,1,1,0.33,0.66,0,0.33,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0.222222,0.333333,0.555556,0.37037,1,NA,NA,NA,NA,0.66,2,8400121350,0.299419,0.449129,84001211981,2,1
"1351",1,840,840,1351,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,3,3,2,3,3,3,3,2,2,2,2,2,2,NA,2,8,10,10,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,0,2,2,2,2,NA,1,1,NA,NA,2,1,2,1,3,1,2,2,1,1,3,NA,NA,3,2,4,4,4,2,3,3,3,3,3,2,3,0,NA,2,NA,1,1,2,2,2,1,1,2,1,3,1,1,1,10,10,10,10,10,1,NA,NA,3,2,1944,38,19,2,1,NA,1,NA,2,NA,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.67684,0.83,NA,0.83,1,0.66,NA,0.81052,0.66,NA,1,NA,NA,0.66,1,0,0,0.333333,1,1,0.66,1,0.886667,1,1,1,1,1,1,NA,NA,NA,NA,0.66,1,1,1,1,1,NA,NA,NA,NA,0.66,2,8400121351,0.598838,0.898257,84001211981,2,1
"1352",1,840,840,1352,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,2,1,2,NA,2,8,7,5,2,1,1,1,1,2,1,2,1,1,1,2,1,1,5,5,1,4,NA,2,1,NA,3,NA,NA,1,1,3,3,1,1,3,3,2,3,3,3,3,6,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,1,1,1,1,1,1,1,10,1,5,4,4,5,1,5,5,5,6,5,5,1,3,1,2,1910,72,13,2,1,NA,1,NA,NA,10,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.341167,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,1,1,0,0.666667,1,0.33,0.33,0.33,0.33,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0.444444,0.444444,0.555556,0.481481,1,NA,NA,NA,NA,0.66,2,8400121352,0.598838,0.898257,84001211981,2,1
"1353",1,840,840,1353,4,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,2,NA,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,3,2,NA,NA,1,1,3,2,1,1,1,4,2,3,3,3,3,5,2,3,2,4,3,2,2,4,3,3,3,1,1,3,2,1,2,1,1,2,1,1,7,1,2,2,2,1,1,4,1,3,4,3,1,2,2,4,2,1954,28,13,NA,2,NA,2,NA,NA,9,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.61525,0.83,NA,0.83,0,1,NA,0.574,0.66,NA,1,0.333333,0.667,0.66,1,1,0,0.666667,1,0.33,0.33,1,0.553333,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0.333333,0.222222,0.333333,0.296296,1,NA,NA,NA,NA,0.66,2,8400121353,0.598838,0.898257,84001211981,2,1
"1354",1,840,840,1354,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,2,2,2,NA,2,10,7,9,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,5,1,4,1,2,2,1,3,NA,NA,1,1,1,1,1,1,3,2,3,3,3,3,3,8,3,3,1,1,3,4,4,NA,NA,4,4,3,2,6,1,1,2,2,1,1,1,1,10,1,10,10,8,5,1,1,1,1,1,1,1,1,2,1,2,1934,48,18,2,5,NA,1,NA,NA,8,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,1,0.42,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.833333,0.478,0.66,1,1,0,0.666667,1,0,1,0,0.333333,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400121354,0.299419,0.449129,84001211981,2,1
"1355",1,840,840,1355,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,1,1,2,NA,2,4,8,9,2,1,2,1,2,1,2,2,1,2,2,2,4,3,1,0,2,2,1,1,2,3,NA,NA,NA,1,2,3,1,1,1,1,3,3,3,3,3,3,3,2,1,1,1,3,3,1,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,10,1,1,10,1,1,1,1,1,1,6,1,1,1,2,1,2,1901,81,21,NA,4,NA,2,NA,NA,9,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.175333,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,1,0,0,0.333333,1,0,0,0,0,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0.555556,0.185185,1,NA,NA,NA,NA,0.66,2,8400121355,0.598838,0.898257,84001211981,2,1
