"","V1","V2","B_COUNTRY_ALPHA","COW","C_COW_ALPHA","V2A","V2B","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56_01","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149_07","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179G","v179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V210_local","V211","V212","V213","V214","V215","V216","v216R2","v216R","V217","V217R","V217CS","V218","V219","V220","V221","V222","V225","V226","V227","V227CS","V228","V229","V230","V231","V232","V233","V234","N_REGION_ISO","V235","V237A","V237B","V237C","V237D","V238","V236","S018","V236A","Y001","Y002","Y003","SACSECVAL","SACSECWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","wave"
"1391",3,840,"USA",2,"USA",840,1,1391,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,3,3,1,3,1,1,3,1,3,3,3,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,3,1,6,10,4,2,1,3,2,3,3,3,4,2,2,1,2,1,2,2,2,1,2,2,2,3,2,6,0,3,2,1,2,2,2,2,3,2,2,3,3,2,4,1,2,1,1,2,2,1,1,1,2,1,1,1,1,3,3,2,3,9,2,5,9,9,3,6,4,10,3,1,4,3,1,4,4,1,4,1,1,4,4,1,1,4,1,4,1,10,3,9,4,4,4,1,1,2,3,3,2,2,3,4,1,1,2,1,1,3,2,1,1,1,4,3,1,1,10100000,2,4,1,1,1,2,2,1,2,1,3,1,9,4,3,8,4,1,1,1,1,4,3,3,4,1,2,2,1101,1270,8,8,840001,5,3,2,1975,20,1,1,4,2,840118,21,1,6,8,2,1,5,3,3,3,211,45,1,8,840004,840005,NA,1240,1,1,3,3,1995,0.60025,0.648508,0.60025,2,2,0,0.444167,1,0.331667,1,0.5,0,0.33,0.276667,0,0,0.5,0.166667,1,1,1,1,0,0,1,0.333333,1,1,0,0.666667,0,0.66,0.33,0.33,0,0,0,0,0.66,0,0.33,0.33,3
"1392",3,840,"USA",2,"USA",840,1,1392,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,3,2,3,2,3,3,2,NA,3,2,NA,1,1,2,2,1,NA,1,NA,1,2,2,2,2,2,2,2,2,2,2,3,3,1,5,6,7,2,2,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,3,3,NA,2,2,2,2,NA,3,1,2,1,3,2,3,1,3,1,2,1,4,2,1,1,1,1,1,1,2,1,1,1,2,2,5,NA,6,2,4,1,3,7,5,6,1,2,1,2,2,3,3,NA,2,2,2,2,2,2,2,2,3,2,5,5,NA,NA,NA,4,2,1,1,3,2,3,2,1,2,NA,99,NA,NA,NA,1,2,2,2,NA,2,1,2,2,2e+07,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,NA,NA,NA,7,NA,1,3,5,2,1,NA,1105,1240,8,8,840003,5,NA,2,1955,40,2,3,9,3,840123,25,2,1,3,1,2,4,6,6,3,905,55,2,6,840011,840004,NA,1240,1,1,1,1,1995,0.83535,0.648508,0.83535,2,2,0,0.165,1,0.569253,0.915,0,0.33,0.66,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0.33,1,1,0,0.666667,1,0.66,0.66,0.773333,NA,NA,0.666667,NA,0.33,0.5,0.415,0.415,3
"1393",3,840,"USA",2,"USA",840,1,1393,1,3,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,4,3,2,1,2,3,3,2,3,3,3,3,3,NA,3,2,NA,1,1,2,2,2,NA,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,7,7,5,2,2,2,2,3,3,NA,NA,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,NA,2,1,1,3,1,1,2,3,1,2,1,2,4,1,1,2,1,1,1,1,1,2,3,3,3,3,3,5,2,10,7,8,1,1,1,10,9,2,3,1,1,2,3,3,1,2,1,2,2,2,3,1,2,3,2,7,6,7,NA,4,4,2,2,1,3,2,2,1,NA,2,NA,99,NA,NA,NA,1,1,1,2,3,2,1,1,2,2e+07,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,NA,NA,1240,NA,NA,NA,NA,NA,1,1963,32,2,2,8,3,840122,NA,2,2,7,1,1,2,7,7,3,740,60,1,6,840011,840004,NA,1240,1,2,2,2,1995,2.04587,0.648508,2.04587,1,2,NA,0.0825,1,0.09625,1,0,0,0.33,0.11,0,0,0,0,0,0,0,0,0,0.33,0.33,0.22,0,0,0,0,0,0,0.66,0.22,0,0,0,0,0.33,0,0.165,0.165,3
"1394",3,840,"USA",2,"USA",840,1,1394,1,2,1,3,3,1,1,3,2,1,1,2,1,1,2,1,2,1,1,1,1,4,1,2,1,3,3,3,3,3,3,3,3,3,3,3,NA,NA,2,2,2,2,2,NA,2,NA,1,1,2,2,2,2,2,2,2,1,2,1,1,1,6,8,8,2,2,3,3,3,3,1,3,1,1,1,2,2,2,2,2,1,2,2,1,3,2,1,2,2,1,2,NA,NA,2,2,1,1,1,3,3,3,1,3,1,2,1,4,NA,2,2,2,2,2,2,4,3,3,3,3,3,NA,NA,5,5,5,5,3,8,5,5,2,3,1,2,NA,3,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,5,5,NA,NA,NA,4,2,1,2,NA,NA,NA,NA,1,2,2,99,NA,NA,NA,1,NA,1,NA,NA,3,2,1,2,2e+07,1,3,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,3,1,1,NA,1102,1240,840002,840002,NA,NA,NA,2,1922,73,3,6,3,1,840117,NA,2,5,NA,2,NA,NA,NA,NA,3,625,55,3,6,840011,840004,NA,1240,1,2,2,2,1995,0.83535,0.648508,0.83535,2,2,NA,0.211055,0.915,0.27192,0.915,0.5,0,0.66,0.386667,0,0,0.333333,0.111111,0,0,0,0,0.33,0.33,NA,0.34644,0,0,0,0,0,0.66,0.66,0.44,NA,0,NA,NA,0.33,0.5,0.415,0.415,3
"1395",3,840,"USA",2,"USA",840,1,1395,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,4,1,2,1,2,3,3,2,3,3,3,3,3,3,3,2,NA,1,1,1,2,2,2,1,1,NA,2,2,2,1,1,2,2,1,1,1,3,3,1,7,7,7,3,2,3,3,3,NA,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,5,2,NA,1,2,1,2,2,3,2,NA,2,3,2,3,1,2,3,2,4,1,2,2,2,2,2,1,2,4,1,3,3,3,3,NA,NA,7,NA,NA,10,9,NA,9,NA,2,2,1,NA,NA,4,NA,2,3,3,3,1,NA,3,NA,4,NA,NA,5,3,2,2,2,4,4,1,1,3,2,NA,2,1,2,2,99,NA,NA,NA,1,1,1,1,NA,4,2,2,2,2e+07,1,2,NA,1,NA,1,1,NA,1,1,9,1,1,1,1,1,1,3,2,2,NA,NA,1,NA,NA,1,1,NA,1105,1240,840002,840002,840003,5,NA,2,1956,39,2,3,9,3,840123,39,1,2,7,1,NA,4,2,2,3,520,65,2,6,840011,840004,NA,1240,1,2,1,1,1995,0.83535,0.648508,0.83535,1,2,0,0.179056,0.83,0.455639,0.915,0.5,0,0.66,0.386667,0,NA,0.166667,0.1505,0,0,0,0,NA,0.66,NA,NA,1,0,1,0.666667,1,0.66,0.66,0.773333,0.222222,0.111111,NA,0.217555,0.33,0,0.165,0.165,3
"1396",3,840,"USA",2,"USA",840,1,1396,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,3,2,1,1,1,2,2,3,1,2,2,1,2,1,2,3,3,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,3,3,3,9,10,9,2,2,3,3,3,NA,4,3,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,0,2,2,2,2,NA,NA,1,2,2,2,3,3,4,3,1,1,4,4,1,NA,1,3,2,2,1,3,2,1,2,1,2,3,7,2,7,5,7,3,3,7,7,NA,1,2,2,2,3,4,4,NA,2,3,3,NA,NA,1,2,3,NA,2,NA,5,3,4,2,4,2,2,2,4,2,4,1,1,3,2,6,2,2,2,1,NA,1,3,3,2,3,1,2,2e+07,1,2,1,1,1,1,2,2,1,1,8,1,1,3,3,2,1,10,1,1,4,8,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,5,2,2,1973,22,1,1,9,3,840123,NA,2,1,5,1,2,3,5,5,4,630,60,1,6,840010,840003,NA,1240,2,2,1,1,1995,0.78533,0.648508,0.78533,2,2,2,0.442222,1,0.665695,1,0.5,0.33,0.66,0.496667,0.33,0,0.166667,0.165556,1,1,0,0.666667,0.33,0.33,0.66,0.44,1,0,1,0.666667,1,0.66,1,0.886667,1,0,0.333333,0.444444,0.33,1,0.665,0.665,3
"1397",3,840,"USA",2,"USA",840,1,1397,1,1,1,3,3,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,4,1,2,3,3,3,2,3,3,3,3,2,4,4,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,3,2,6,9,4,2,2,2,3,3,1,1,3,1,2,2,2,1,2,1,2,2,2,2,1,1,1,6,0,0,NA,2,1,2,1,3,1,1,2,NA,3,4,1,2,4,2,1,4,1,1,1,1,1,1,1,4,2,3,2,2,3,7,3,1,1,1,1,1,4,10,6,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,3,3,3,2,1,2,4,4,4,1,1,3,NA,6,2,2,2,2,1,2,1,NA,2,4,2,2,2e+07,1,4,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,6,4,1,5,4,1,5,4,2,1,NA,NA,NA,840001,840001,840002,5,2,2,1955,40,2,3,8,3,840122,20,2,1,7,1,3,NA,4,4,4,510,75,1,6,840010,840003,NA,1240,NA,NA,NA,NA,1995,1.76575,0.648508,1.76575,2,3,NA,0.289167,1,0.433333,0.915,0,0.33,0.66,0.33,0.33,0,0.5,0.276667,0,0,0,0,0.33,0.66,0.66,0.55,0,0,0,0,1,NA,1,0.9,0.555556,0,0.444444,0.333333,1,0,0.5,0.5,3
"1398",3,840,"USA",2,"USA",840,1,1398,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,4,NA,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,3,1,1,1,7,5,3,2,4,4,3,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,6,0,0,NA,2,1,1,1,1,1,1,2,2,3,3,3,4,4,3,4,2,1,1,1,1,1,2,1,3,1,1,2,2,3,NA,2,1,1,10,6,6,1,6,7,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,4,8,2,3,4,1,2,1,3,2,4,1,1,3,1,6,2,2,2,2,2,1,3,3,2,4,2,2,2e+07,1,4,1,1,1,1,1,1,1,1,6,NA,5,6,6,1,1,5,5,5,5,5,NA,5,3,2,1,NA,NA,NA,840001,840001,840003,840002,2,1,1973,22,1,1,8,3,840122,21,2,2,8,1,2,3,4,4,4,355,60,1,6,840010,840003,NA,1240,2,1,2,1,1995,2.40102,0.648508,2.40102,3,2,1,0.511667,1,0.567777,1,0,0.33,1,0.443333,0.33,0,0.5,0.276667,1,1,0,0.666667,0.66,0.66,0.66,0.66,0,0,1,0.333333,1,0.33,0.66,0.663333,0.444444,0.444444,0.444444,0.444444,0.66,1,0.83,0.83,3
"1399",3,840,"USA",2,"USA",840,1,1399,1,1,2,4,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,4,3,NA,1,3,1,3,3,3,1,1,1,2,4,4,1,1,2,1,2,2,NA,2,1,2,2,2,2,2,1,1,2,2,1,1,1,3,3,1,10,10,7,1,1,2,3,4,4,4,3,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,NA,1,2,2,2,2,3,2,2,3,1,1,2,2,1,4,3,4,1,1,1,3,1,1,1,1,2,1,1,1,3,3,5,2,7,1,10,1,2,5,5,4,2,3,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,6,3,3,3,1,1,1,3,3,3,2,1,3,1,6,2,2,2,1,NA,NA,NA,NA,1,1,1,2,2e+07,1,2,1,1,1,1,1,1,1,1,10,1,1,3,2,1,1,1,1,1,3,1,1,1,2,1,1,NA,NA,NA,840002,840002,840001,5,2,1,1909,86,3,6,9,3,840123,26,2,1,4,1,1,2,10,10,3,145,65,1,6,840010,840003,NA,1240,1,2,1,1,1995,0.60025,0.648508,0.60025,1,2,NA,0.373056,1,0.211852,1,0,0,0.66,0.22,0,0,0.166667,0.055556,1,1,0,0.666667,0.33,0.66,0.66,0.55,0,0,0,0,1,0,0.33,0.443333,0,0,0.222222,0.074074,0.66,0,0.33,0.33,3
"1400",3,840,"USA",2,"USA",840,1,1400,1,2,3,3,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,4,3,1,1,2,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,1,1,NA,1,2,1,2,1,2,2,2,1,1,1,2,2,3,3,3,6,9,4,2,2,2,3,3,4,4,3,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,3,3,1,2,2,NA,2,3,2,2,3,3,3,3,3,1,1,2,2,4,NA,1,2,2,1,1,1,2,1,1,1,3,3,NA,2,8,1,9,2,1,1,10,6,1,2,1,2,2,3,3,3,2,3,3,3,2,2,2,2,3,3,4,4,4,3,4,4,2,2,2,3,3,3,1,1,3,2,6,2,2,2,1,2,1,3,3,1,2,2,1,10100000,1,1,1,1,1,1,1,1,1,1,10,1,1,1,10,1,1,3,3,2,2,1,1,1,2,2,1,NA,NA,NA,840001,840001,NA,5,2,1,1956,39,2,3,9,3,840123,22,NA,3,2,1,1,2,10,10,3,130,60,1,6,840010,840003,NA,1240,1,1,2,1,1995,1.04544,0.648508,1.04544,3,2,1,0.248333,1,0.64662,1,0,0.33,0.66,0.33,0,0,0,0,0,1,0,0.333333,0.33,0.33,0.33,0.33,1,1,1,1,1,0.66,0.66,0.773333,0.222222,0.111111,0.111111,0.148148,0.33,1,0.665,0.665,3
"1401",3,840,"USA",2,"USA",840,1,1401,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,4,1,2,2,3,3,2,1,3,1,3,1,2,3,3,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,3,3,3,7,7,5,2,2,3,2,2,3,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,2,6,0,2,1,2,2,NA,NA,3,1,2,1,4,3,4,1,3,3,4,4,1,NA,2,2,3,1,1,3,2,1,3,1,NA,3,5,2,5,5,6,4,5,4,6,5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,6,4,4,3,4,4,1,1,1,3,2,3,1,1,2,1,6,2,2,2,1,2,1,3,3,2,2,1,2,2e+07,1,5,1,1,2,1,1,2,NA,1,10,1,3,1,5,1,1,10,2,5,7,10,1,4,3,2,1,NA,NA,NA,840002,840002,840003,5,3,2,1960,35,2,3,9,3,840123,22,2,1,3,2,1,2,9,9,4,1215,70,1,6,840010,840003,NA,1240,NA,NA,NA,NA,1995,0.74031,0.648508,0.74031,2,2,NA,0.386389,1,0.613009,1,0,0.33,0.33,0.22,0.33,0,0.666667,0.332222,0,1,0,0.333333,0.66,0.66,0.66,0.66,0,0,1,0.333333,1,1,1,1,1,0.444444,0.666667,0.703704,0.33,0.5,0.415,0.415,3
"1402",3,840,"USA",2,"USA",840,1,1402,1,1,2,3,4,3,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,3,1,3,3,3,3,3,3,3,1,3,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,3,3,1,10,10,7,1,1,4,1,1,4,1,4,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,3,4,2,2,4,4,2,3,1,2,1,3,1,1,1,1,2,1,1,2,2,2,3,3,3,3,6,3,6,3,8,1,3,8,8,5,2,3,1,1,3,3,2,3,1,3,3,3,2,2,1,2,2,3,5,5,5,4,4,4,1,2,1,2,2,2,1,1,2,1,6,2,2,2,2,NA,1,2,3,2,1,2,0,100000020,1,7,1,1,NA,1,2,2,2,2,10,1,1,1,1,1,1,NA,NA,5,5,5,1,3,1,1,1,NA,1103,1240,840002,840002,840001,5,2,1,1915,80,3,6,3,1,840117,18,NA,NA,NA,NA,NA,1,NA,NA,NA,4070,6,NA,2,840008,840010,NA,NA,1,1,1,2,1995,0.53023,0.648508,0.53023,3,2,NA,0.193333,1,0.584,0.915,0,0,0,0,0.66,0,1,0.553333,0,0,0,0,0,0,0.66,0.22,0,0,1,0.333333,1,1,0.33,0.776667,NA,0.444444,0.444444,0.396,0.66,1,0.83,0.83,3
"1403",3,840,"USA",2,"USA",840,1,1403,1,1,3,2,4,4,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,3,1,3,3,3,3,3,3,3,2,3,3,1,1,4,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,3,3,3,10,8,7,4,2,4,4,4,3,3,4,2,2,1,2,2,1,2,2,1,1,1,1,2,2,5,2,2,2,2,2,2,2,2,4,2,1,4,4,4,3,1,2,4,1,2,1,2,2,1,1,1,1,1,1,2,3,3,3,5,2,1,5,5,5,5,2,4,4,1,2,1,2,4,4,3,3,2,3,3,3,2,2,1,1,3,3,2,2,5,4,2,4,2,2,1,3,2,3,1,1,3,1,2,2,2,2,1,NA,1,NA,3,2,2,2,0,100000020,2,7,1,NA,2,1,2,2,2,2,1,2,1,1,1,1,1,5,1,5,5,10,1,3,1,1,1,NA,1103,1240,840002,840002,840001,5,3,2,1901,94,3,6,3,1,840117,17,NA,4,3,1,3,2,3,3,2,545,70,1,4,840010,840009,NA,1240,2,3,3,2,1995,0.78533,0.648508,0.78533,4,3,2,0.388333,1,0.777778,1,0,0,1,0.333333,1,0,1,0.666667,0,0,0,0,0.33,0.33,1,0.553333,1,0,1,0.666667,1,1,1,1,0.444444,0.444444,0.444444,0.444444,1,1,1,1,3
"1404",3,840,"USA",2,"USA",840,1,1404,1,2,3,1,1,2,3,3,1,3,2,2,1,1,1,2,2,1,2,1,2,3,1,NA,3,3,3,3,3,3,1,1,3,3,4,4,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,10,8,3,1,1,NA,NA,4,5,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,2,2,1,2,2,2,2,1,4,1,3,4,3,4,2,1,1,3,4,1,1,1,2,1,1,1,1,2,1,3,3,3,3,NA,3,9,1,10,1,1,10,5,6,2,2,4,1,4,3,3,2,3,4,4,4,3,2,3,2,NA,4,NA,7,NA,4,3,3,2,2,1,2,2,2,1,4,4,2,1,2,2,2,2,1,1,2,1,4,3,3,0,100000020,1,7,1,1,1,1,1,1,1,1,7,NA,1,1,1,1,1,1,4,6,10,5,5,NA,NA,1,1,NA,1103,1240,840002,840002,840001,840003,3,1,1915,79,3,6,7,3,840121,25,2,4,12,1,1,2,8,8,4,405,95,1,4,840010,840009,NA,1240,1,1,2,1,1995,1.49063,0.648508,1.49063,0,1,1,0.299666,0.915,0.50463,1,0,0,NA,0.202,0.33,0,1,0.443333,0,0,0,0,0,0.66,1,0.553333,0,1,1,0.666667,0.5,1,1,0.833333,0,0.555556,1,0.518519,0,0,0,0,3
"1405",3,840,"USA",2,"USA",840,1,1405,1,1,1,1,3,3,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,2,3,3,2,3,3,2,2,3,3,1,1,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,8,8,9,1,1,1,3,3,4,4,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,2,2,2,2,3,4,1,3,4,1,1,1,3,1,2,1,4,1,2,3,1,1,1,1,2,1,2,3,3,3,8,3,10,1,10,10,7,10,7,8,1,2,1,1,4,4,3,3,1,3,3,3,1,1,3,2,3,4,5,3,3,2,1,3,1,2,1,3,1,1,1,1,4,1,7,1,2,1,1,1,1,3,2,4,1,2,2,2e+07,1,7,1,1,2,1,2,2,2,2,5,2,1,1,1,1,1,1,6,6,6,6,6,1,2,2,1,NA,1103,1240,840001,840001,840002,840003,2,1,1924,71,3,6,6,3,840120,19,2,4,12,1,1,2,7,7,4,220,70,1,4,840010,840009,NA,1240,1,1,1,1,1995,0.67028,0.648508,0.67028,2,2,NA,0.304167,1,0.279676,1,0,0.33,0.66,0.33,0.66,0,1,0.553333,0,0,0,0,0,0,1,0.333333,0,0,0,0,0,1,0,0.333333,0,0.555556,0.555556,0.370371,0.33,0.5,0.415,0.415,3
"1406",3,840,"USA",2,"USA",840,1,1406,1,1,2,3,4,1,1,3,2,1,1,1,2,1,2,1,2,2,1,2,2,3,4,2,1,3,1,1,3,3,3,3,3,3,NA,4,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,5,7,10,1,2,1,1,2,5,4,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,5,5,3,1,1,2,2,2,2,4,1,2,NA,2,4,2,4,1,2,3,1,1,2,2,1,1,1,2,1,1,3,3,3,3,6,2,1,10,10,10,1,10,10,10,2,3,1,1,1,3,2,1,1,3,2,2,2,2,4,2,NA,NA,5,1,1,4,3,2,1,2,1,4,1,NA,1,1,4,1,1,2,2,2,1,1,1,3,1,4,1,2,9,9e+07,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,NA,1103,1240,840002,840002,840001,5,2,2,1916,79,3,6,2,1,840116,16,2,5,5,1,2,4,4,4,4,645,70,2,4,840010,840009,NA,1240,1,1,1,1,1995,0.78533,0.648508,0.78533,2,2,0,0,1,0.368954,0.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666667,0,NA,1,0.496,0,0,0.444444,0.148148,0.33,0,0.165,0.165,3
"1407",3,840,"USA",2,"USA",840,1,1407,1,1,2,1,4,NA,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,4,NA,2,3,3,3,3,3,3,3,3,3,2,1,2,4,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,10,10,9,2,1,2,1,2,5,4,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,5,3,2,1,1,1,2,2,2,1,1,2,4,4,3,1,2,NA,NA,1,4,NA,1,2,2,1,1,3,2,1,3,3,3,3,6,3,10,1,10,1,1,6,7,1,2,3,2,1,3,3,2,4,2,3,3,3,2,1,2,2,NA,2,1,5,5,4,4,4,1,2,NA,NA,3,3,1,1,4,1,4,2,2,2,2,NA,1,1,3,4,1,2,0,100000020,1,7,1,2,2,NA,2,2,1,1,3,NA,1,1,1,1,1,6,1,10,5,10,1,2,1,1,1,NA,1103,1240,840002,840002,840001,840003,4,2,1910,85,3,6,3,1,840117,18,NA,4,4,1,2,3,5,5,4,510,72,1,4,840010,840009,NA,1240,1,1,1,1,1995,0.78533,0.648508,0.78533,NA,NA,1,0.2215,0.915,0.46525,0.915,0,0,0,0,NA,0,1,0.556,0,0,0,0,0,0.33,0.66,0.33,0,0,1,0.333333,0.5,1,0.66,0.72,0.555556,1,0.444444,0.666667,NA,0,NA,0.141,3
"1408",3,840,"USA",2,"USA",840,1,1408,1,1,2,2,1,1,1,2,1,3,1,2,1,2,2,1,2,2,1,1,2,1,4,1,3,1,3,3,3,1,3,1,3,2,2,3,2,NA,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,10,10,10,2,2,3,1,3,3,2,4,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0,2,2,2,2,2,2,3,2,1,2,2,3,3,1,3,3,2,4,3,NA,1,3,2,1,1,1,3,2,3,2,3,3,6,2,10,1,6,3,1,7,6,5,1,2,2,2,3,3,3,NA,2,3,3,3,2,2,NA,2,2,2,NA,5,5,4,2,4,3,2,1,2,3,3,2,1,2,2,4,2,NA,2,1,NA,1,1,2,3,2,2,0,100000020,2,7,1,1,2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,5,5,1,3,1,1,1,NA,1103,1240,840001,840001,NA,5,2,2,1972,23,1,1,6,3,840120,22,2,1,9,2,1,3,5,5,3,820,65,2,2,840010,840005,NA,1240,1,2,1,1,1995,1.4106,0.648508,1.4106,3,2,NA,0.193333,1,0.389953,1,0,0,0,0,0,0,1,0.333333,0,0,0,0,0.33,0.33,0.66,0.44,0,0,1,0.333333,1,0.33,0.66,0.663333,0,0,0.444444,0.148148,0.33,0.5,0.415,0.415,3
