"","study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_AN","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_EVS5","mm_mode_fu_EVS5","mm_matrix_group_EVS5","mm_fw_start_fu_EVS5","mm_fw_end_fu_EVS5","mm_year_fu_EVS5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_EVS5","mm_v278a_fu_r_EVS5","mm_v279a_fu_r_EVS5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","A001","A002","A003","A004","A005","A006","A008","A009","A170","A173","A027","A029","A030","A032","A034","A035","A038","A039","A040","A041","A042","A065","A066","A067","A068","A071","A072","A074","A078","A079","A080_01","A080_02","A124_02","A124_03","A124_06","A124_08","A124_09","A165","B008","C001","C001_01","C002","C002_01","D081","D026_03","D026_05","C038","C039","C041","D001_B","G007_18_B","G007_33_B","G007_34_B","G007_35_B","G007_36_B","D054","D059","D060","D061","D078","E001","E002","E003","E004","Y002","E012","E015","E018","E023","E025","E026","E027","E028","E033","E035","E036","E037","E039","E069_01","E069_02","E069_04","E069_05","E069_06","E069_07","E069_08","E069_18A","E069_18","E069_11","E069_12","E069_13","E069_14","E069_17","E069_20","E111_01","E114","E115","E116","E117","E179_WVS7","E181_EVS5","E224","E225","E226","E227","E228","E229","E233","E233A","E233B","E235","E236","E263","E264","E265_01","E265_02","E265_03","E265_04","E265_05","E265_06","E265_07","E265_08","F025","F028","F028B_WVS7","F066_EVS5","F034","F050","F051","F053","F054","F063","F114A","F115","F116","F117","F118","F119","F120","F121","F122","F123","F132","E290","F144_02","G005","G006","G052","G062","G063","G255","G256","G257","H009","H010","H011","X001","X002","X003","X003R","X003R2","G027A","X002_02A","X002_02B","V002","V002A","V002A_01","V001","V001A","V001A_01","X007","x026_01","X011","X013","X025A_01","X025R","W002A_01","W002R","V004AM_01","V004RM","V004AF_01","V004RF","X028","W003","X052","X035_EVS5","X036E_WVS7","V097EF","W005_EVS5","W006E_WVS7","X047_WVS7","X047E_EVS5"
"53317",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051570,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,60,20.49,21.49,20171004,NA,NA,NA,158,"de",1.05060146607678,0.217695778197858,0.315059861373661,"CH0","CH02",NA,1,2,1,2,1,3,1,4,1,1,6,4,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,2,2,4,1,2,2,3,4,1,1,2,1,2,2,3,3,3,3,3,3,2,2,4,2,3,1,1,1,1,2,3,2,3,3,3,9,3,6,4,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,5,3,2,4,3,NA,75601,5,5,5,5,5,5,5,3,5,5,5,2,2,1,4,3,3,1,1,4,4,2,8,NA,7,2,0,0,0,1,1,1,1,1,1,5,2,5,5,5,5,5,1,6,1,1,3,1,2,2,2,1,2,3,3,2,1981,36,3,2,1,756,"CH",1,756,"CH",1,756,"CH",1,1,2,4,2,1,5,3,3,2,3,2,5,1,2,51,NA,6,31,NA,NA,7
"53318",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051571,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,124,11.29,13.33,20170917,NA,NA,NA,207,"it",0.892330223287984,0.217695778197858,0.315059861373661,"CH0","CH03",NA,2,2,1,2,1,2,1,4,3,3,1,7,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,1,2,5,2,4,1,5,4,4,1,4,1,2,3,4,2,2,3,4,4,3,4,3,1,3,4,2,1,1,1,3,2,3,1,2,5,5,5,5,2,4,2,3,3,2,3,3,2,2,3,3,3,3,3,3,7,4,1,4,1,NA,75666,10,1,10,10,1,10,10,5,2,10,8,4,4,1,3,1,3,2,1,2,4,1,8,NA,5,2,0,0,0,0,1,1,1,1,1,10,8,10,10,10,8,2,1,8,0,NA,5,1,1,2,2,1,3,4,3,2,1973,44,3,2,2,724,"ES",0,724,"ES",0,724,"ES",3,1,0,2,5,3,5,3,2,1,2,1,5,1,2,52,NA,5,25,NA,NA,7
"53319",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051572,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,92,15.07,16.39,20170924,NA,NA,NA,158,"de",0.934148302140327,0.217695778197858,0.315059861373661,"CH0","CH02",NA,1,2,1,3,1,2,2,2,2,1,10,8,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,3,3,1,2,4,4,4,1,1,2,1,2,2,3,3,2,2,3,3,3,3,3,1,4,3,2,1,1,1,2,1,2,2,3,8,1,1,10,7,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,8,2,2,3,2,NA,75604,8,1,10,10,1,10,10,1,1,10,10,1,1,1,3,3,4,2,2,4,4,2,4,NA,3,1,1,0,0,0,7,7,1,8,1,10,7,7,10,7,5,1,1,7,1,2,3,3,3,2,2,2,4,3,3,2,1960,57,5,3,1,756,"CH",1,756,"CH",1,756,"CH",1,1,3,2,3,2,2,1,2,1,2,1,2,1,2,33,NA,9,92,NA,NA,3
"53320",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051573,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,25,11.52,12.17,20170916,NA,NA,NA,158,"de",1.40429736360546,0.217695778197858,0.315059861373661,"CH0","CH04",NA,4,3,2,2,3,4,2,4,3,3,2,3,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,5,5,5,4,5,5,3,4,4,4,4,4,1,1,1,1,1,2,4,1,2,2,0,3,2,4,3,3,3,3,10,7,8,1,10,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,5,1,1,1,1,NA,75604,1,1,1,1,1,1,5,1,1,6,6,1,1,3,3,1,2,2,3,2,2,0,8,NA,7,3,0,0,0,0,1,10,6,10,10,1,8,10,8,10,7,4,10,10,1,1,1,4,4,3,3,3,2,3,1,1,1982,35,3,2,1,756,"CH",1,756,"CH",1,756,"CH",1,1,5,5,3,2,4,2,7,3,7,3,7,3,NA,NA,NA,3,31,NA,NA,1
"53321",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051574,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,111,11.59,13.5,20171002,NA,NA,NA,158,"de",0.818102874723093,0.217695778197858,0.315059861373661,"CH0","CH02",NA,2,2,1,1,1,2,2,2,1,2,8,8,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,3,3,1,5,4,4,2,5,1,2,2,2,2,2,3,4,4,4,4,3,4,2,4,3,0,1,3,2,1,1,1,2,1,1,10,8,8,2,4,3,2,3,3,3,4,4,3,3,4,2,3,3,5,4,4,4,1,NA,75614,9,1,10,9,1,10,10,6,3,10,7,2,2,1,3,2,3,3,1,2,4,0,6,NA,2,2,1,1,1,1,9,2,7,3,1,10,8,8,10,8,8,9,6,1,1,4,4,3,2,2,2,3,4,4,4,2,1987,30,2,2,1,756,"CH",1,756,"CH",1,756,"CH",6,1,1,6,7,3,3,2,3,2,7,3,3,2,NA,23,NA,1,41,NA,NA,10
"53322",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051575,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,38,13.53,14.31,20171021,NA,NA,NA,158,"de",1.11531476829803,0.217695778197858,0.315059861373661,"CH0","CH05",NA,3,2,2,2,1,2,2,4,2,3,7,7,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,2,4,1,1,3,4,4,2,2,4,2,2,2,2,2,2,3,3,3,3,3,3,1,1,3,1,1,3,3,2,1,2,1,3,5,4,5,1,3,3,2,3,2,1,2,2,2,2,1,2,3,2,2,2,9,3,3,4,1,NA,75601,7,1,8,10,8,6,10,6,4,10,9,2,2,1,3,3,4,2,2,4,4,1,7,NA,7,2,1,0,0,0,5,1,1,1,1,10,5,8,10,6,1,5,1,2,1,1,3,2,3,2,1,1,1,3,4,1,1964,53,4,3,1,756,"CH",1,756,"CH",0,276,"DE",3,1,2,1,2,1,NA,NA,2,1,3,2,1,NA,2,12,NA,6,NA,NA,NA,6
"53323",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051576,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,70,10,11.1,20171022,NA,NA,NA,158,"de",1.03221139129565,0.217695778197858,0.315059861373661,"CH0","CH04",NA,4,1,1,2,1,2,1,3,2,2,7,7,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,2,4,1,2,2,4,4,4,4,4,1,2,2,3,2,2,3,3,3,2,3,3,1,3,2,2,0,1,3,2,1,2,1,3,5,9,2,6,2,3,2,3,3,2,2,2,3,3,2,3,2,2,3,3,7,2,2,4,1,NA,75605,8,1,10,8,2,8,10,2,1,10,8,2,2,2,3,3,4,2,1,3,4,1,4,NA,5,1,1,0,0,0,7,2,3,2,2,8,5,5,8,2,5,5,2,2,1,1,4,1,2,1,1,1,2,3,3,2,1959,58,5,3,2,70,"BA",0,70,"BA",0,70,"BA",1,1,2,2,4,2,3,2,1,1,2,1,1,7,2,53,NA,3,72,NA,NA,8
"53324",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051577,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,38,17.22,18,20170925,NA,NA,NA,158,"de",1.12369925735072,0.217695778197858,0.315059861373661,"CH0","CH05",NA,1,2,1,1,1,2,1,3,2,2,8,8,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,4,2,4,2,4,4,4,2,4,1,2,1,2,2,2,2,3,3,3,3,3,1,2,1,2,1,1,3,3,1,2,2,3,4,2,5,3,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,3,7,2,3,4,2,NA,75603,7,1,9,8,4,9,9,9,3,10,8,2,2,2,3,3,2,2,1,1,4,1,6,NA,6,2,1,1,0,1,2,1,1,1,1,10,1,2,10,10,1,6,5,1,1,2,3,2,2,2,2,2,2,3,3,2,1970,47,4,2,1,756,"CH",1,756,"CH",1,756,"CH",3,1,4,5,3,2,NA,NA,3,2,3,2,1,NA,1,52,NA,6,NA,NA,NA,3
"53325",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051578,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,92,13.25,14.57,20171017,NA,NA,NA,158,"de",0.739238356599519,0.217695778197858,0.315059861373661,"CH0","CH05",NA,3,1,2,2,1,1,1,3,1,2,10,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,5,3,3,4,5,5,1,1,2,1,2,2,3,2,2,2,3,4,4,4,3,1,4,3,2,1,3,2,2,2,3,1,3,8,6,5,5,7,2,1,3,2,1,2,2,4,4,2,3,2,3,1,2,9,3,3,4,2,NA,75604,5,1,9,5,1,10,10,5,5,10,10,4,4,1,3,3,4,2,1,3,4,8,6,NA,4,1,1,1,1,1,7,3,1,1,1,5,4,5,5,7,4,1,1,1,0,NA,4,2,3,1,1,1,1,3,3,2,1946,71,6,3,2,246,"FI",0,246,"FI",0,246,"FI",6,1,0,1,5,3,NA,NA,1,1,1,1,4,NA,1,32,NA,6,NA,NA,NA,2
"53326",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051579,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,124,19.42,21.46,20170920,NA,NA,NA,158,"de",0.787313632815034,0.217695778197858,0.315059861373661,"CH0","CH03",NA,2,2,1,2,2,2,2,3,2,2,9,8,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,3,3,3,3,5,5,3,2,3,1,2,2,2,2,2,3,4,4,4,3,4,3,4,1,2,0,1,2,2,1,2,1,3,2,2,3,5,5,3,4,2,2,2,3,2,3,3,2,3,3,2,2,2,8,4,4,4,1,NA,75608,10,10,10,10,1,6,10,8,3,10,8,2,2,1,3,3,3,2,1,1,4,1,8,NA,6,1,1,1,0,0,5,2,3,2,2,10,6,10,10,1,8,8,1,1,1,3,3,2,3,2,1,2,4,4,4,2,1968,49,4,2,1,756,"CH",1,756,"CH",1,756,"CH",1,1,1,3,6,3,6,3,1,1,2,1,1,1,3,53,NA,8,NA,NA,NA,8
"53327",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051580,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,54,15.18,16.12,20170920,NA,NA,NA,158,"de",0.964477691260102,0.217695778197858,0.315059861373661,"CH0","CH04",NA,4,2,1,1,1,2,2,3,1,2,8,7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,5,2,4,1,4,5,4,4,4,1,1,2,2,1,1,4,4,4,4,4,3,4,4,2,3,0,1,3,2,1,2,1,2,3,3,2,5,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,7,3,3,4,1,NA,75603,7,1,9,9,4,8,10,3,1,10,8,2,2,1,3,2,4,3,3,4,4,1,8,NA,6,2,1,1,0,1,5,3,3,1,1,10,6,7,7,5,6,8,6,1,1,4,3,2,1,2,2,1,3,4,4,1,1982,35,3,2,1,756,"CH",1,756,"CH",1,756,"CH",1,1,2,4,5,3,5,3,3,2,5,3,2,2,1,26,NA,2,31,NA,NA,6
"53328",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051581,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,61,22.36,23.37,20171106,NA,NA,NA,158,"de",1.32429335074123,0.217695778197858,0.315059861373661,"CH0","CH04",NA,3,2,1,2,2,3,3,4,1,1,9,8,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,5,1,2,2,3,2,4,3,4,1,2,2,3,2,2,3,4,4,3,4,1,3,2,4,3,0,1,2,3,2,3,3,3,6,6,6,7,5,4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,8,3,3,4,1,NA,NA,4,1,10,9,7,10,10,2,1,8,8,3,2,1,3,2,3,2,3,3,4,0,8,NA,6,2,1,1,0,0,5,1,4,1,1,10,9,9,9,6,4,2,2,5,1,2,3,2,1,2,2,2,2,3,4,2,1984,33,2,2,1,756,"CH",0,35,"035",1,756,"CH",1,1,1,3,3,2,6,3,3,2,3,2,2,1,2,41,NA,2,24,NA,NA,9
"53329",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051582,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,79,14.29,15.48,20171009,NA,NA,NA,158,"de",0.964477691260102,0.217695778197858,0.315059861373661,"CH0","CH04",NA,1,1,2,1,1,3,3,4,2,3,7,6,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,5,1,2,1,5,4,5,5,5,2,2,2,2,2,2,3,4,4,4,2,3,4,2,4,3,0,1,3,3,1,1,1,2,1,3,7,7,7,3,3,2,2,2,3,3,4,4,3,4,4,2,2,4,3,4,3,4,1,NA,75608,10,1,10,10,1,10,10,7,1,10,3,2,2,1,4,2,3,1,2,2,4,0,8,NA,7,3,0,0,0,0,1,3,5,2,2,10,9,9,10,9,9,10,1,1,1,4,4,2,2,3,2,2,3,4,4,1,1974,43,3,2,1,756,"CH",1,756,"CH",1,756,"CH",3,1,0,1,6,3,NA,NA,3,2,3,2,1,NA,1,21,NA,6,NA,NA,NA,6
"53330",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051583,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,101,14.1,15.51,20170915,NA,NA,NA,158,"de",1.13135419812865,0.217695778197858,0.315059861373661,"CH0","CH06",NA,2,2,1,2,2,3,1,2,1,2,8,10,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,2,3,3,1,2,4,3,5,4,2,3,1,2,2,2,2,2,2,3,3,2,3,3,1,1,2,2,1,3,3,2,1,2,3,3,5,10,5,7,5,2,2,3,4,2,3,2,4,4,2,3,2,2,3,4,7,4,3,4,1,NA,75601,5,1,10,7,1,10,10,1,4,10,8,1,1,1,4,2,4,2,2,4,4,1,3,NA,1,1,1,1,0,0,5,1,1,1,1,3,4,7,7,8,2,2,1,1,1,1,4,2,3,1,1,1,1,3,4,1,1944,73,6,3,1,756,"CH",1,756,"CH",1,756,"CH",1,1,2,2,3,2,3,2,1,1,1,1,4,4,2,13,NA,5,33,NA,NA,6
"53331",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051584,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,88,14.59,16.27,20170918,NA,NA,NA,158,"de",0.892330223287984,0.217695778197858,0.315059861373661,"CH0","CH03",NA,2,1,1,2,2,3,2,3,1,1,10,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,2,5,2,5,1,5,4,4,4,4,1,2,1,2,2,2,3,4,4,4,4,3,1,4,2,3,0,1,3,2,1,3,1,3,4,5,4,7,1,4,4,4,4,3,3,3,3,3,2,3,3,3,2,2,7,4,2,4,1,NA,75603,8,1,10,7,1,10,10,5,7,10,6,4,4,2,4,2,3,2,1,4,4,0,8,NA,7,3,0,0,0,0,1,1,1,1,1,10,1,10,10,1,10,10,1,1,0,NA,4,2,2,2,2,2,2,2,2,2,1978,39,3,2,2,276,"DE",0,276,"DE",0,276,"DE",1,1,1,3,7,3,3,2,7,3,7,3,1,1,1,26,NA,1,25,NA,NA,9
"53332",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051585,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,55,22.17,23.12,20170927,NA,NA,NA,158,"de",1.1195282548885,0.217695778197858,0.315059861373661,"CH0","CH04",NA,3,2,1,1,2,3,2,3,2,1,9,9,1,1,0,1,0,1,1,0,0,0,0,NA,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,NA,NA,2,5,3,3,NA,4,3,2,2,4,2,3,2,3,2,2,2,3,3,3,3,3,4,1,4,2,NA,2,3,2,2,2,NA,NA,5,5,5,4,3,NA,NA,3,NA,2,2,NA,NA,NA,2,NA,3,3,2,NA,9,NA,2,4,2,NA,NA,7,3,9,7,4,8,9,4,3,NA,9,2,2,1,3,NA,3,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,9,6,7,7,NA,NA,7,NA,2,1,NA,3,3,2,1,1,2,3,3,3,1,1994,23,1,1,1,756,"CH",1,756,"CH",1,756,"CH",6,2,0,2,3,2,NA,NA,7,3,NA,NA,2,NA,NA,34,NA,2,NA,NA,NA,NA
"53333",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051586,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,416,13.08,20.04,20171021,NA,NA,NA,158,"de",1.11531476829803,0.217695778197858,0.315059861373661,"CH0","CH05",NA,2,1,1,2,2,3,1,4,2,2,10,8,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,5,3,3,1,5,5,4,3,4,1,2,1,3,2,2,2,3,3,3,3,1,3,2,3,2,1,1,1,2,2,2,2,2,5,10,2,5,1,4,2,3,2,2,2,2,3,3,2,2,2,2,2,3,9,2,2,3,1,NA,75604,10,1,10,10,3,10,10,9,1,10,9,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,7,2,0,0,0,0,2,1,1,1,1,10,10,10,10,5,5,10,5,10,0,NA,3,2,3,2,2,2,2,3,3,1,1964,53,4,3,2,276,"DE",0,276,"DE",0,276,"DE",3,1,2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,2,71,NA,NA,NA,NA,NA,3
"53334",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051587,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,35,16.55,17.3,20170916,NA,NA,NA,158,"de",1.0601126065541,0.217695778197858,0.315059861373661,"CH0","CH06",NA,1,1,1,2,1,2,1,3,2,1,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,4,1,2,1,5,4,5,2,2,1,2,2,4,2,2,4,4,4,3,4,3,2,4,1,2,1,1,3,2,1,3,2,3,8,7,4,2,3,3,3,4,3,2,4,3,4,4,4,3,2,2,3,4,1,2,2,3,2,NA,75604,7,2,10,8,1,8,10,7,1,10,3,1,1,1,4,3,4,3,1,4,4,0,8,NA,6,3,1,1,0,1,5,1,1,2,1,4,5,2,3,5,1,6,1,1,1,2,4,3,3,2,2,1,3,3,3,1,1965,52,4,3,1,756,"CH",1,756,"CH",1,756,"CH",1,2,NA,2,2,1,2,1,2,1,2,1,1,5,2,43,NA,9,14,NA,NA,4
"53335",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051588,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,85,19.5,21.15,20171002,NA,NA,NA,158,"de",0.921820044450034,0.217695778197858,0.315059861373661,"CH0","CH02",NA,1,2,1,1,2,3,1,3,2,2,8,10,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,2,1,2,4,1,1,2,3,2,1,1,2,1,1,2,2,3,3,2,1,2,2,2,4,2,1,3,1,0,3,2,3,1,3,1,3,9,3,5,5,5,2,2,3,3,2,2,2,3,3,3,2,3,3,2,3,9,3,3,4,2,NA,75604,6,1,4,2,5,5,9,6,6,9,8,1,2,1,4,3,4,2,1,4,4,2,4,NA,6,2,0,0,1,1,2,1,4,1,1,6,2,4,5,7,3,5,4,6,1,1,2,3,3,2,2,2,3,3,4,2,1994,23,1,1,1,756,"CH",1,756,"CH",1,756,"CH",6,1,0,2,3,2,5,3,3,2,3,2,1,1,2,75,NA,10,61,NA,NA,6
"53336",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051589,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,40,6.41,7.21,20170919,NA,NA,NA,158,"de",0.774428414574731,0.217695778197858,0.315059861373661,"CH0","CH04",NA,1,1,1,2,2,3,2,4,2,2,9,8,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2,2,3,3,1,2,2,4,4,2,2,4,1,2,1,3,3,2,3,3,3,2,3,3,1,1,2,2,1,3,3,2,1,2,3,3,8,8,5,3,7,3,2,3,2,1,2,2,3,3,3,2,3,3,2,2,4,3,3,4,2,NA,75604,8,1,10,9,1,10,10,1,1,10,7,1,1,1,3,2,4,2,2,4,4,0,8,NA,7,2,1,1,0,0,4,1,1,1,1,6,7,6,7,7,1,4,1,1,1,2,3,2,3,1,1,1,2,3,4,1,1957,60,5,3,1,756,"CH",0,40,"AT",1,756,"CH",1,1,2,3,6,3,4,2,2,1,4,2,1,2,1,54,NA,2,53,NA,NA,9
"53337",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051590,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,58,18.37,19.35,20170919,NA,NA,NA,158,"de",0.921820044450034,0.217695778197858,0.315059861373661,"CH0","CH02",NA,1,2,1,1,1,3,2,1,1,1,9,10,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,4,2,4,4,3,2,2,2,4,1,2,2,2,2,2,2,3,2,2,3,4,3,4,1,2,0,1,1,3,1,2,2,3,4,3,6,7,8,1,3,3,3,2,2,2,2,2,2,3,3,2,3,2,8,2,2,4,1,NA,75612,9,1,9,7,3,7,10,4,7,10,9,2,2,1,2,2,2,2,2,2,4,8,2,NA,1,1,1,1,1,1,10,3,2,1,1,6,1,1,2,3,3,1,1,2,1,2,3,3,3,3,2,2,2,2,3,2,1996,21,1,1,1,756,"CH",1,756,"CH",1,756,"CH",6,2,0,4,3,2,NA,NA,5,3,7,3,6,NA,NA,NA,NA,1,NA,NA,NA,6
"53338",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756051591,NA,756,"CH",225,2017,201709,201801,7562017,3,1,NA,7,NA,NA,NA,45,16.52,17.37,20171022,NA,NA,NA,158,"de",1.26767324762632,0.217695778197858,0.315059861373661,"CH0","CH03",NA,1,1,1,2,2,2,1,1,1,1,10,9,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,2,4,1,2,4,4,4,4,2,2,1,1,1,2,2,1,2,3,3,3,3,3,4,1,2,2,1,3,3,2,2,3,3,3,6,5,3,3,3,3,3,3,3,3,3,1,3,3,1,3,2,2,2,2,9,3,3,4,1,NA,75602,10,1,10,5,1,10,10,1,2,10,9,1,1,1,3,3,4,2,2,2,4,1,4,NA,3,1,1,1,0,0,6,1,4,1,1,8,6,7,9,8,8,6,1,1,1,1,3,2,2,1,1,1,3,3,3,1,1964,53,4,3,1,756,"CH",1,756,"CH",1,756,"CH",1,1,3,5,NA,NA,3,2,2,1,3,2,1,2,1,33,NA,6,43,NA,NA,9
