"","V1","C_COW_ALPHA","COW","B_COUNTRY_ALPHA","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V67B","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77_01","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160E","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","v184b","V184G","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","Q223_LOCAL","V221","V222","V223","V224","V225","V225R2","V225R","V226","V226R","V226CS","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V236CS","V237","V238","V239","V240","V241","V242","V246","V247","V243","REGION_ISO","V244","V245","S018","V245A","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","wave"
"950",4,"USA",2,"USA",840,840,6302,1,1,2,2,2,1,1,3,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,4,4,2,3,3,3,3,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,3,1,3,4,8,4,1,2,1,2,1,2,1,2,2,2,2,2,1,4,2,2,4,2,4,1,1,1,3,2,2,1,2,2,2,3,3,2,2,2,2,3,1,3,3,2,1,4,2,1,1,1,1,1,1,2,1,1,2,3,2,5,2,8,5,10,4,4,3,1,1,3,2,2,2,3,3,3,2,2,3,2,2,2,2,7,4,4,4,3,3,2,3,3,2,2,2,2,3,1,1,1,1,3,2,2,10100000,1,2,1,2,2,2,2,1,1,1,1,1,8,1,1,1,3,2,3,4,1,1,1,1,5,1,1,10,1,1,1,3,1,3,1103,1240,840001,840001,5,NA,2,1943,57,3,5,3,1,840117,17,2,1,3,1,NA,NA,2,3,5,840005,4,1135,45,2,8,840002,1999,19990828,840006,NA,1240,0.967118,0.833333,0.967118,2,2,2,0.122912,0.915,0.55662,1,0,0,0.66,0.22,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0.33,NA,0.21609,0.66,1,0,1,0.666667,1,1,0.33,0.66,0.663333,1,0.444444,0,1,0.481481,1,0.33,0.5,0.415,0.415,1,2,8400480950,4
"951",4,"USA",2,"USA",840,840,6303,4,3,1,1,3,1,1,1,4,1,1,2,2,1,2,1,1,1,1,2,2,2,2,4,1,4,1,1,1,4,3,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,10,10,10,5,1,4,1,2,1,2,1,1,2,1,2,2,1,4,4,3,4,4,2,1,2,1,5,0,NA,2,2,2,2,3,2,2,2,2,3,3,2,4,1,4,1,4,1,3,3,1,1,1,1,1,1,2,2,3,3,10,2,8,1,9,5,8,3,2,1,3,1,NA,2,4,4,3,2,4,NA,4,2,2,3,3,4,4,4,2,2,3,3,2,1,3,3,2,4,2,2,1,3,3,1,1,2e+07,2,1,1,2,2,2,2,1,1,1,1,1,10,1,1,1,1,2,2,2,10,2,1,1,5,1,1,5,1,1,1,3,1,1,1103,1240,840001,840001,NA,840002,2,1924,76,3,6,9,3,840123,58,2,4,1,1,NA,NA,1,2,3,840003,2,255,105,1,8,840002,1999,19990828,840006,NA,1240,0.967118,0.833333,0.967118,1,2,0,0.192356,0.915,0.350324,1,0,0,0.66,0.22,1,0,0,0,0,1,1,0,0,0.333333,1,0,0.33,NA,0.21609,0.66,0,0,1,0.333333,1,0.5,0.66,0.66,0.606667,1,0.444444,0,0.444444,0.296296,1,0.33,0,0.165,0.165,1,2,8400480951,4
"952",4,"USA",2,"USA",840,840,6304,1,2,1,2,1,4,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,3,2,3,4,3,2,1,1,3,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,3,1,3,6,8,3,1,3,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,3,3,1,2,2,6,0,2,1,2,2,2,NA,3,3,NA,NA,NA,NA,4,1,4,1,3,1,1,1,1,2,3,2,3,2,1,2,2,2,2,5,2,6,6,6,5,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,1,4,3,3,4,1,2,3,3,3,2,1,3,2,3,2,2,3,3,3,2,2,100000020,0,5,2,NA,NA,NA,2,2,2,NA,2,2,1,2,2,7,5,4,4,2,1,3,3,1,4,5,4,7,7,4,1,3,2,3,1105,1240,NA,NA,NA,NA,1,1966,33,2,2,9,3,840123,23,2,1,3,1,NA,NA,1,3,5,840005,4,635,103,1,8,840002,1999,19990828,840006,NA,1240,1.035197,0.833333,1.035197,2,2,0,0.686462,0.83,0.598935,0.915,1,0.33,NA,0.68776,0.66,1,1,0.666667,0.888889,1,1,1,0,0.666667,1,0.33,0.66,NA,0.50253,0.66,1,1,1,1,1,1,NA,NA,NA,0.66,0.333333,0.333333,0.666667,0.444444,1,0.66,0,0.33,0.33,1,2,8400480952,4
"953",4,"USA",2,"USA",840,840,6305,1,1,1,3,3,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,3,2,3,1,2,2,3,4,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,3,1,10,8,7,3,4,3,2,2,2,2,1,1,1,1,2,1,2,4,3,3,3,3,4,1,2,3,1,2,3,1,2,2,2,2,4,1,2,3,3,4,3,4,2,4,2,4,2,1,1,2,2,1,NA,2,1,2,3,2,3,7,NA,6,2,10,4,5,3,2,2,3,3,3,2,4,3,3,3,3,3,3,NA,2,2,6,3,2,3,1,3,3,2,3,2,2,4,1,NA,3,1,2,2,3,1,1,2e+07,2,2,1,1,1,1,2,1,1,1,1,1,10,1,1,1,2,4,1,4,2,6,1,1,6,3,2,4,4,3,3,1,1,2,1103,1240,840001,840001,5,NA,2,1962,38,2,3,9,3,840123,22,2,2,2,2,1,1,4,2,10,840010,4,400,100,1,8,840002,1999,19990829,840006,NA,1240,0.967118,0.833333,0.967118,4,3,0,0.252999,0.915,0.805,1,0.5,0,0.33,0.276667,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0.33,0.33,NA,0.34644,0.66,1,1,1,1,1,1,0.66,1,0.886667,1,0.555556,0.111111,0.333333,0.333333,1,1,1,1,1,1,2,8400480953,4
"954",4,"USA",2,"USA",840,840,6306,1,1,1,2,2,1,1,2,3,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,3,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,3,3,3,5,5,3,4,1,1,1,1,2,2,1,2,1,1,2,1,3,4,4,3,3,3,1,2,1,3,3,3,2,2,2,1,2,3,2,2,3,3,3,3,1,2,3,4,1,1,2,3,1,1,1,2,2,1,1,3,3,3,5,2,7,1,1,2,5,2,1,1,2,2,2,2,3,3,2,2,3,2,3,3,3,3,4,4,4,4,2,2,3,2,2,2,3,3,1,2,3,1,3,3,1,1,2,9e+07,9,2,1,2,2,2,2,1,2,1,1,1,10,1,1,1,4,2,3,2,1,1,2,1,3,1,2,5,2,1,3,1,1,3,1103,1240,5,5,840001,NA,2,1944,56,3,5,3,1,840117,17,2,3,7,1,NA,NA,4,4,2,840002,3,550,50,1,8,840002,1999,19990830,840006,NA,1240,0.967118,0.833333,0.967118,2,2,NA,0.178745,0.915,0.548981,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,1,0,0.333333,1,0,0.33,NA,0.21609,0.66,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,0.222222,0.111111,0.444444,0.259259,1,0.66,1,0.83,0.83,1,2,8400480954,4
"955",4,"USA",2,"USA",840,840,6307,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,3,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,3,2,7,8,7,3,4,1,1,2,2,2,1,1,2,1,2,2,2,1,3,3,2,3,4,1,2,2,3,0,2,1,2,2,2,2,3,2,3,3,2,3,2,3,2,1,2,3,1,1,3,1,2,1,2,3,1,2,3,2,3,7,2,8,4,10,4,6,3,2,1,3,3,2,2,2,3,2,2,2,2,2,3,3,2,5,2,2,3,2,2,3,2,2,3,2,2,1,2,3,3,3,3,3,1,2,9e+07,9,4,1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,3,4,3,1,5,1,1,6,4,2,5,2,1,5,3,1,4,1103,1240,840002,840002,840001,NA,2,1966,33,2,2,5,2,840119,17,2,1,4,1,NA,NA,1,2,4,840004,4,945,45,2,8,840002,1999,19990901,840006,NA,1240,0.967118,0.833333,0.967118,4,2,1,0.275689,0.915,0.653426,1,0.5,0,0.33,0.276667,1,0.33,0,0.5,0.276667,1,1,0,0,0.333333,1,0,0.33,NA,0.21609,0.66,1,1,1,1,1,1,0.33,0.66,0.663333,1,0.555556,0.111111,0.444444,0.37037,1,0.66,0.5,0.58,0.58,1,2,8400480955,4
"956",4,"USA",2,"USA",840,840,6308,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,3,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,3,1,9,8,9,5,4,3,1,2,2,1,2,1,2,1,1,1,1,1,3,2,4,5,3,1,2,1,1,4,4,1,2,2,1,2,3,2,2,3,3,2,1,3,2,4,1,3,1,1,3,1,1,1,1,3,1,3,2,3,2,5,2,7,1,8,1,6,2,1,1,3,3,3,2,2,3,2,3,2,2,3,3,2,2,4,4,3,4,1,2,3,2,4,1,2,2,1,2,3,1,3,1,3,1,2,9e+07,9,2,1,2,2,1,2,1,1,1,2,1,7,1,1,2,4,4,2,4,1,1,1,1,5,3,3,5,8,8,3,1,1,2,1103,1240,840001,840001,840005,NA,1,1930,70,3,6,9,3,840123,22,2,4,1,1,NA,NA,1,2,NA,NA,2,1010,105,1,8,840002,1999,19990905,840006,NA,1240,1.035197,0.833333,1.035197,4,3,0,0.095412,0.915,0.529259,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0.33,NA,0.21609,0.66,0,0,1,0.333333,1,1,0.66,0.33,0.663333,1,0.444444,0.222222,0.444444,0.37037,1,1,0.5,0.75,0.75,1,2,8400480956,4
"957",4,"USA",2,"USA",840,840,6309,1,2,2,3,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,9,2,3,4,3,2,2,2,2,1,1,2,1,2,2,1,4,4,5,3,4,4,NA,1,1,1,1,1,2,2,2,1,2,3,1,3,1,3,4,1,3,2,4,4,1,2,1,2,3,1,1,2,3,1,1,1,2,2,5,2,5,5,7,4,6,2,1,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,8,2,3,3,2,2,2,NA,3,2,3,2,1,3,3,1,3,3,3,1,1,9e+07,9,2,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,4,2,4,2,5,1,1,5,4,2,3,8,2,4,2,2,1,1102,1240,840002,840002,840005,840001,2,1969,31,2,2,9,3,840123,26,2,7,13,2,1,9,2,2,5,840005,3,1115,45,2,8,840003,1999,19990905,840006,NA,1240,0.967118,0.833333,0.967118,3,3,0,0.393776,0.915,0.557315,1,0,0.33,0.33,0.22,1,0,1,0.166667,0.388889,1,1,0,0,0.333333,1,0.66,0.66,NA,0.63288,0.66,1,0,0,0.333333,1,1,0.66,1,0.886667,1,0.444444,0.111111,0.222222,0.259259,1,1,0.5,0.75,0.75,1,2,8400480957,4
"958",4,"USA",2,"USA",840,840,6310,1,3,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,4,2,4,2,3,3,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,1,6,8,9,5,1,3,1,1,2,2,2,2,2,1,1,1,1,1,4,4,2,2,1,1,1,2,6,0,2,1,2,2,2,1,4,2,3,2,3,3,2,3,3,2,1,4,2,2,2,1,3,1,1,3,2,2,3,3,2,4,3,7,1,10,1,1,3,1,2,3,4,2,3,2,3,3,3,1,1,2,3,3,2,1,2,2,3,3,2,2,3,3,3,2,3,2,4,2,2,1,1,2,3,2,100000020,0,7,1,2,1,1,1,1,1,1,1,1,9,1,2,2,2,4,3,3,5,9,2,2,2,2,2,5,5,2,2,5,2,1,1102,1240,840002,840002,840001,840005,1,1978,22,1,1,3,1,840117,17,2,7,7,1,NA,NA,1,2,2,840002,3,535,105,2,8,840003,1999,19990905,840006,NA,1240,1.035197,0.833333,1.035197,2,2,1,0.597299,0.915,0.435972,1,1,0.33,0,0.443333,1,0.33,0,1,0.443333,1,1,1,1,1,1,0.33,0.66,NA,0.50253,0.66,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,0.111111,0.111111,0.444444,0.222222,1,0.33,0.5,0.415,0.415,1,2,8400480958,4
"959",4,"USA",2,"USA",840,840,6311,1,3,2,1,1,1,1,3,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,3,1,4,4,4,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,6,8,5,4,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,4,3,3,1,1,1,1,3,3,1,2,1,1,3,4,3,3,2,2,3,1,NA,3,2,1,2,1,2,1,1,2,1,3,2,2,3,3,3,3,5,NA,5,NA,5,7,7,2,1,1,1,1,4,1,4,4,4,1,1,4,4,4,4,4,1,3,3,4,NA,4,1,2,3,2,1,3,1,NA,1,2,2,3,1,1,1,2e+07,2,4,1,1,2,1,2,1,2,1,1,1,7,1,1,1,1,2,3,3,1,2,1,1,1,1,5,5,5,1,2,1,1,1,1103,1240,840001,840001,840002,NA,2,1969,31,2,2,4,2,840118,NA,2,1,7,1,NA,NA,2,4,NA,NA,1,845,45,2,8,840002,1999,19990906,840006,NA,1240,0.967118,0.833333,0.967118,2,2,1,0.236667,0.915,0.578027,0.915,0.5,0,0.66,0.386667,1,0,0,0.5,0.166667,1,1,0,0,0.333333,1,0,0,NA,0.06,0.66,1,1,1,1,1,1,0.33,0.66,0.663333,1,0,0.444444,0.444444,0.296296,1,0.33,NA,NA,0.35248,0.66,2,8400480959,4
"960",4,"USA",2,"USA",840,840,6312,1,2,1,3,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,3,2,2,3,2,2,3,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,3,8,9,7,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,5,4,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,3,1,3,2,4,3,2,1,1,1,1,2,1,1,2,1,1,1,3,1,5,2,7,10,9,2,7,2,1,1,3,3,3,1,3,3,3,1,1,1,3,4,1,1,3,4,1,4,1,2,3,3,3,2,2,2,1,2,3,2,3,2,3,1,2,10100000,1,3,1,2,2,1,2,1,1,1,1,1,10,1,1,1,4,4,2,4,1,3,5,1,6,5,4,7,7,2,1,2,1,2,1105,1240,840001,840001,840002,NA,1,1947,53,3,4,8,3,840122,43,2,1,3,1,NA,NA,1,2,9,840009,2,730,100,1,8,840002,1999,19990908,840006,NA,1240,1.035197,0.833333,1.035197,5,3,2,0.278611,0.915,0.64963,1,0.5,0,0.33,0.276667,1,0,0,0.333333,0.111111,1,1,1,0,0.666667,1,0,0,NA,0.06,0.66,1,0,1,0.666667,1,1,0.33,0.66,0.663333,1,0.555556,0.333333,0.666667,0.518519,1,1,0.5,0.75,0.75,1,2,8400480960,4
"961",4,"USA",2,"USA",840,840,6501,1,2,2,3,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,3,1,2,1,2,3,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,5,7,5,2,1,4,1,2,2,2,1,1,1,1,2,1,1,4,3,4,3,4,4,1,1,2,3,2,NA,1,2,2,2,3,3,2,2,2,3,4,3,4,4,1,3,2,2,1,1,3,3,1,3,2,1,2,2,2,2,4,2,4,3,5,5,4,1,2,2,4,4,3,3,3,4,3,3,3,2,3,3,2,2,5,4,4,4,1,3,3,3,3,2,2,3,1,3,3,2,2,2,2,1,1,10100000,1,2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,4,1,3,1,1,5,1,1,5,2,1,5,1,1,3,5,2,3,1105,1240,NA,NA,NA,NA,2,1962,38,2,3,9,3,840123,21,1,1,5,1,NA,NA,3,3,NA,NA,4,828,40,1,5,840002,1999,19990814,840006,NA,1240,0.967118,0.833333,0.967118,4,2,1,0.416188,0.915,0.669908,1,1,0.33,0.66,0.663333,1,0.33,0,0.166667,0.165556,1,1,0,0,0.333333,1,0.33,0.66,NA,0.50253,0.66,1,0,1,0.666667,1,1,0.66,1,0.886667,1,0.444444,0,0.444444,0.296296,1,0.66,1,0.83,0.83,1,2,8400480961,4
"962",4,"USA",2,"USA",840,840,6502,1,1,2,3,2,2,2,2,3,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,4,2,4,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,8,7,5,2,4,1,2,1,2,1,1,2,1,2,1,2,4,2,4,3,2,3,1,2,2,1,4,6,2,2,2,1,1,2,3,2,2,3,3,1,3,4,1,3,1,2,1,3,1,1,1,1,3,1,3,2,3,3,NA,2,8,4,3,1,7,3,2,1,2,2,3,1,2,2,2,3,3,2,2,3,3,2,7,3,3,3,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,2,2,9e+07,9,6,1,1,1,1,1,1,1,1,1,1,9,1,1,2,3,2,3,2,1,4,1,1,5,5,2,9,10,5,3,2,1,4,1103,1240,840002,840002,5,NA,2,1939,61,3,5,5,2,840119,17,2,1,5,1,NA,NA,1,4,3,840003,3,720,35,1,5,840002,1999,19990814,840006,NA,1240,0.967118,0.833333,0.967118,3,2,0,0.195278,0.915,0.542037,1,0,0,0,0,1,0.33,0,0.833333,0.387778,1,1,0,0,0.333333,1,0,0,NA,0.06,0.66,1,0,1,0.666667,1,0,0.66,0.66,0.44,1,0.444444,0.111111,0.888889,0.481481,1,0.66,0.5,0.58,0.58,1,2,8400480962,4
"963",4,"USA",2,"USA",840,840,6503,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,3,3,2,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,5,10,8,4,1,3,1,1,2,1,2,2,2,2,1,1,1,4,4,2,2,4,3,1,1,3,6,4,2,1,NA,1,2,NA,2,2,2,NA,3,3,1,3,1,2,1,4,1,2,2,1,1,1,1,2,1,3,3,3,3,5,2,5,2,5,4,5,2,2,2,4,3,NA,2,NA,NA,NA,2,3,NA,2,3,NA,2,5,4,4,4,2,2,3,3,3,2,1,2,1,3,3,3,3,3,3,2,2,10100000,1,1,1,1,1,1,2,1,1,1,NA,1,10,1,1,1,5,2,3,1,2,3,3,1,5,5,5,7,3,2,3,1,1,2,1103,1240,840002,840002,840001,NA,2,1936,63,3,5,5,2,840119,17,2,2,5,1,NA,NA,1,4,3,840003,3,1145,100,1,5,840002,1999,19990815,840006,NA,1240,0.967118,0.833333,0.967118,2,2,NA,0.303777,0.83,0.59338,1,0,0,NA,0.202,0.66,0,0,0,0,1,1,1,0,0.666667,1,0.33,0.33,NA,0.34644,0.66,0,1,1,0.666667,1,1,0.66,0.66,0.773333,1,0.444444,0.444444,0.666667,0.518518,1,0.33,0.5,0.415,0.415,1,2,8400480963,4
"964",4,"USA",2,"USA",840,840,6504,1,2,1,3,2,2,1,2,3,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,3,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,9,7,9,3,1,2,1,2,1,1,2,2,2,1,2,1,1,4,4,4,4,2,3,1,4,2,6,0,3,2,2,2,NA,2,3,2,1,3,3,4,3,4,1,4,2,1,2,1,2,2,2,1,1,2,2,2,2,2,3,NA,3,6,3,4,2,5,2,2,2,3,3,2,3,2,3,NA,NA,3,2,2,3,3,2,NA,4,2,4,2,2,NA,3,3,2,2,3,1,2,3,1,3,1,1,3,2,10100000,1,2,1,2,1,1,2,1,1,1,1,1,7,1,1,2,4,2,3,3,4,4,1,1,10,1,10,7,6,1,3,1,1,2,1105,1240,840002,840002,5,840005,2,1980,20,1,1,5,2,840119,25,1,6,NA,2,1,NA,NA,2,10,840010,4,250,50,1,5,840002,1999,19990815,840006,NA,1240,0.967118,0.833333,0.967118,3,2,1,0.319522,0.915,0.860139,1,0.5,0,0.33,0.276667,1,0.33,0,0.166667,0.165556,1,1,0,0,0.333333,1,0.33,0.66,NA,0.50253,0.66,1,1,1,1,1,1,0.66,1,0.886667,1,1,1,0.666667,0.888889,1,0.33,1,0.665,0.665,1,2,8400480964,4
"965",4,"USA",2,"USA",840,840,6505,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,3,2,1,1,1,2,3,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,6,8,10,4,4,1,1,2,1,2,1,1,2,1,2,1,2,3,3,2,2,5,3,1,1,1,6,1,5,1,2,2,2,1,3,2,2,1,3,4,1,3,1,2,3,4,1,2,3,2,1,1,3,1,1,2,2,2,3,7,2,8,8,7,1,6,2,4,2,3,3,2,2,1,2,2,2,3,1,1,1,2,2,8,3,3,4,1,2,4,3,3,2,2,2,2,3,2,1,2,2,1,1,2,100000020,0,2,1,1,1,1,2,1,1,1,1,1,10,1,1,1,2,2,2,3,1,1,1,1,1,1,5,3,2,1,1,5,1,1,1102,1240,840001,840001,840002,NA,2,1973,27,1,2,8,3,840122,28,2,1,5,1,NA,NA,1,3,3,840003,4,910,100,1,5,840003,1999,19990816,840006,NA,1240,0.967118,0.833333,0.967118,3,2,1,0.127999,0.915,0.547639,1,0,0,0,0,1,0.33,0,0.166667,0.165556,1,0,0,0,0,1,0.33,0.33,NA,0.34644,0.66,1,0,1,0.666667,1,1,0.66,1,0.886667,1,0,0.444444,0.222222,0.222222,1,0.33,0.5,0.415,0.415,1,2,8400480965,4
"966",4,"USA",2,"USA",840,840,6506,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,3,3,1,1,2,4,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,3,3,2,5,9,5,1,4,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,5,2,1,1,1,1,3,3,1,1,2,2,2,2,2,2,2,1,3,1,2,4,2,1,4,1,3,3,1,1,1,1,1,1,3,2,2,3,9,3,9,1,10,1,2,2,3,1,4,4,4,3,4,3,3,3,2,4,4,3,2,4,9,4,4,4,1,3,4,3,4,1,2,4,2,3,1,1,1,1,1,1,1,2e+07,2,5,1,2,2,1,1,1,2,1,1,1,9,1,1,1,1,4,1,5,1,1,1,1,1,2,1,5,1,1,1,2,1,1,1105,1240,840001,840001,840005,840002,1,1950,50,3,4,5,2,840119,17,2,1,3,1,NA,NA,2,3,10,840010,3,450,50,1,5,840002,1999,19990818,840006,NA,1240,1.035197,0.833333,1.035197,2,3,0,0.176101,0.915,0.55037,1,0,0,0.33,0.11,1,0,0,0.666667,0.222222,1,0,0,0,0,1,0,0.66,NA,0.37218,0.66,1,1,1,1,1,1,0,0.66,0.553333,1,0,0,0.444444,0.148148,1,1,0,0.5,0.5,1,2,8400480966,4
